Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
san francisco art institute,800 Chestnut St San Francisco CA 94133,(37.80328 -122.41709),$46064,$46064,0,('95%' '93%' '97%'),169,('73%' '27%'),0%,Co-ed,('0%' '100%'),59%,18%,10%,3%,19%,&lt; 1%,16%,52%
san francisco bay university,161 Mission Falls Lane Fremont CA 94539,(37.48479 -121.92765),$17920,$17920,1,('45%' '50%' '42%'),20,('30%' '70%'),11%,Co-ed,('0%' '100%'),0%,100%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%,&lt; 1%
san francisco conservatory of music,50 Oak Street San Francisco CA 94102,(37.7753 -122.42029),$70500,$70500,49,('46%' '42%' '50%'),422,('47%' '53%'),25%,Co-ed,('38%' '62%'),87%,29%,12%,8%,9%,2%,21%,48%
san francisco state university sf state,1600 Holloway Ave San Francisco CA 94132,(37.72094 -122.47706),$23254,$35134,3149,('93%' '94%' '90%'),27777,('60%' '40%'),12%,Co-ed,('59%' '41%'),80%,8%,28%,6%,35%,&lt; 1%,11%,20%
san jacinto community college,8060 Spencer Hwy Pasadena TX 77505,(29.66383 -95.1151),$3240,$5040,2618,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
san joaquin delta college,5151 Pacific Ave Stockton CA 95207,(37.99633 -121.31475),$1288,$9072,1609,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,21%,7%,49%,1%,7%,17%
san jose city college,2100 Moorpark Ave San Jose CA 95128-2798,(37.31443 -121.92783),$1366,$9486,347,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,27%,5%,48%,1%,7%,12%
san jose state university sjsu,One Washington Square San Jose CA 95192,(37.33443 -121.88061),$25212,$37092,4222,('84%' '88%' '80%'),30441,('50%' '50%'),16%,Co-ed,('45%' '55%'),83%,8%,39%,4%,30%,&lt; 1%,10%,17%
san juan bautista school of medicine,Carretera 172  Urb. Turabo Gardens Caguas PR 00725-4968,(18.20457 -66.05019),$9192,$15042,17,('77%' '84%' '66%'),22,('59%' '41%'),100%,Co-ed,('64%' '36%'),92%,0%,1%,&lt; 1%,94%,&lt; 1%,1%,4%
san juan college,4601 College Blvd Farmington NM 87402-4699,(36.77 -108.16624),$1618,$4546,278,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,1%,1%,1%,20%,32%,7%,38%
sandhills community college,3395 Airport Rd Pinehurst NC 28374,(35.2218 -79.40925),$2764,$8908,342,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),77%,0%,1%,17%,13%,3%,15%,52%
santa ana college,1530 W. 17th Street Santa Ana CA 92706-3398,(33.75997 -117.8901),$1104,$8712,1144,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
santa barbara business college bakersfield,5300 California Avenue Bakersfield CA 93309,(35.35929 -119.06099),$11658,$11658,,n/a,n/a,n/a,n/a,Very diverse,('n/a' 'n/a'),n/a,n/a
santa barbara city college,721 Cliff Drive Santa Barbara CA 93109-2394,(34.40714 -119.69917),$1232,$8912,1924,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,3%,5%,2%,37%,&lt; 1%,16%,40%
santa clara university,500 El Camino Real Santa Clara CA 95053,(37.35187 -121.93726),$72393,$72393,1549,('54%' '57%' '50%'),16848,('51%' '49%'),17%,Co-ed,('47%' '53%'),95%,4%,18%,3%,18%,&lt; 1%,10%,51%
santa fe college,3000 Northwest 83rd Street Gainesville FL 32606-6210,(29.67987 -82.43033),$2563,$9189,1549,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
santa fe community college,6401 Richards Ave Santa Fe NM 87508-4887,(35.60273 -106.00204),$2505,$4995,158,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,4%,2%,1%,54%,7%,4%,33%
santa monica college,1900 Pico Blvd Santa Monica CA 90405-1628,(34.01891 -118.47053),$1104,$9048,2722,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
santa rosa junior college,1501 Mendocino Avenue Santa Rosa CA 95401-4395,(38.4549 -122.71738),$1286,$8128,687,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,1%,4%,2%,39%,1%,11%,42%
santiago canyon college,8045 E Chapman Orange CA 92869-4512,(33.7945 -117.7658),$1156,$8764,861,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,1%,6%,2%,59%,1%,6%,26%
sarah lawrence college,One Meadway Bronxville NY 10708,(40.93457 -73.8435),$75828,$75828,438,('58%' '56%' '67%'),4452,('81%' '19%'),17%,Co-ed,('78%' '22%'),80%,13%,5%,5%,11%,&lt; 1%,20%,60%
sauk valley community college,173 Illinois Rt 2 Dixon IL 61021-9112,(41.82293 -89.60163),$11580,$12840,232,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,0%,2%,3%,15%,&lt; 1%,3%,76%
savannah college of art and design scad,342 Bull St Savannah GA 31402,(32.07305 -81.09416),$54188,$54188,2685,('81%' '81%' '78%'),14914,('74%' '26%'),22%,Co-ed,('70%' '30%'),84%,17%,8%,13%,10%,1%,4%,64%
savannah state university,3219 College Street Savannah GA 31404,(32.02319 -81.05484),$13664,$18841,730,('46%' '47%' '43%'),10032,('67%' '33%'),16%,Co-ed,('62%' '38%'),60%,2%,&lt; 1%,83%,7%,&lt; 1%,4%,5%
savannah technical college,5717 White Bluff Rd Savannah GA 31405-5594,(32.0228 -81.1157),$3042,$5442,210,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,1%,2%,49%,11%,1%,4%,35%
schenectady county community college,78 Washington Avenue Schenectady NY 12305,(42.81413 -73.94947),$5524,$10432,460,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,11%,12%,8%,1%,4%,64%
schiller international university,400 N Tampa St. Suite 1700 Tampa FL 33602,(27.94765 -82.4589),$14360,$14360,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),100%,8%,13%,17%,&lt; 1%,&lt; 1%,30%,39%
school of the art institute of chicago saic,36 S Wabash Chicago IL 60603,(41.88126 -87.62616),$69140,$69140,669,('81%' '83%' '74%'),5835,('77%' '23%'),14%,Co-ed,('79%' '21%'),81%,33%,15%,5%,17%,&lt; 1%,12%,51%
school of visual arts,209 E 23rd St New York NY 10010,(40.73851 -73.98241),$67600,$67600,769,('71%' '73%' '65%'),4208,('74%' '26%'),26%,Co-ed,('71%' '29%'),85%,54%,31%,7%,19%,&lt; 1%,4%,38%
schoolcraft college,18600 Haggerty Road Livonia MI 48152-2696,(42.41539 -83.42871),$5494,$7574,546,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
schreiner university,2100 Memorial Blvd Kerrville TX 78028,(30.02712 -99.13066),$44506,$44506,251,('84%' '84%' '82%'),1437,('58%' '42%'),21%,Co-ed,('52%' '48%'),61%,1%,1%,4%,36%,&lt; 1%,9%,50%
scottsdale community college,9000 E Chaparral Rd Scottsdale AZ 85256,(33.50945 -111.88354),$2070,$7854,390,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,1%,4%,4%,25%,4%,8%,56%
scripps college,1030 North Columbia Avenue Claremont CA 91711,(34.10489 -117.71215),$77440,$77440,328,('30%' '29%' '0%'),2952,('100%' '0%'),38%,All-female,('100%' '0%'),92%,5%,17%,4%,14%,&lt; 1%,9%,56%
seattle central college,1701 Broadway Avenue Seattle WA 98122,(47.6169 -122.32083),$4670,$4670,516,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
seattle pacific university spu,3307 3rd Ave W Seattle WA 98119,(47.64929 -122.36172),$49050,$49050,580,('92%' '92%' '91%'),4359,('70%' '30%'),14%,Co-ed,('68%' '32%'),80%,6%,13%,4%,12%,&lt; 1%,12%,58%
seattle university,900 Broadway Seattle WA 98122,(47.61114 -122.3208),$62370,$62370,994,('82%' '82%' '81%'),8539,('67%' '33%'),14%,Co-ed,('68%' '32%'),85%,11%,19%,3%,13%,&lt; 1%,16%,48%
seminar l moros bais yaakov,4409 15th Ave Brooklyn NY 11219,(40.63491 -73.98507),$10000,$10000,306,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
seminole state college,2701 Boren Blvd Seminole OK 74868-1901,(35.24626 -96.70075),$12260,$18500,298,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),49%,0%,1%,5%,6%,31%,2%,56%
seminole state college of florida,100 Weldon Blvd Sanford FL 32773-6199,(28.7437 -81.30566),$2393,$9494,1597,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
seton hall university,400 S Orange Ave South Orange NJ 07079,(40.74463 -74.24676),$62716,$62716,1688,('77%' '77%' '75%'),23417,('57%' '43%'),9%,Co-ed,('58%' '42%'),83%,6%,10%,10%,19%,&lt; 1%,13%,48%
seton hill university,1 Seton Hill Drive Greensburg PA 15601,(40.30551 -79.55226),$52028,$52028,359,('74%' '76%' '69%'),2684,('61%' '39%'),18%,Co-ed,('64%' '36%'),82%,2%,2%,5%,3%,&lt; 1%,6%,84%
sewanee the university of the south sewanee,735 University Avenue Sewanee TN 37383,(35.20468 -85.92091),$63530,$63530,474,('60%' '64%' '55%'),4162,('53%' '47%'),19%,Co-ed,('52%' '48%'),89%,4%,1%,5%,6%,&lt; 1%,3%,85%
seward county community college,1801 N. Kansas Ave. Liberal KS 67901,(37.05959 -100.91993),$8958,$10142,276,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,3%,2%,3%,52%,1%,11%,31%
sh or yoshuv rabbinical college,1 Cedarlawn Avenue Lawrence NY 11559-1714,(40.60516 -73.73942),$18100,$18100,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),100%,5%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
shasta bible college and graduate school,2951 Goodwater Ave. Redding CA 96002,(40.56513 -122.31435),$17210,$17210,1,('100%' '100%' '100%'),5,('20%' '80%'),60%,Co-ed,('33%' '67%'),0%,0%,3%,8%,13%,&lt; 1%,3%,74%
shasta college,11555 Old Oregon Trail Redding CA 96003,(40.62529 -122.31793),$6559,$13279,586,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
shaw university,118 East South Street Raleigh NC 27601,(35.77211 -78.63823),$24994,$24994,142,('65%' '67%' '62%'),2435,('59%' '41%'),9%,Co-ed,('46%' '54%'),47%,4%,2%,76%,&lt; 1%,&lt; 1%,19%,2%
shawnee community college,8364 Shawnee College Rd Ullin IL 62992,(37.27202 -89.04934),$6090,$6720,139,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,&lt; 1%,14%,5%,1%,4%,75%
shawnee state university,940  Second  St Portsmouth OH 45662,(38.73133 -82.99074),$19688,$25730,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),70%,1%,1%,5%,1%,1%,8%,85%
shenandoah university,1460 University Dr Winchester VA 22601,(39.16698 -78.15742),$45510,$45510,509,('74%' '68%' '84%'),2616,('63%' '37%'),26%,Co-ed,('58%' '42%'),83%,4%,4%,11%,8%,1%,16%,60%
shepherd university,301 North King St Shepherdstown WV 25443,(39.43368 -77.80444),$18632,$29072,419,('96%' '97%' '95%'),1338,('63%' '37%'),32%,Co-ed,('64%' '36%'),69%,1%,2%,8%,4%,1%,5%,80%
shippensburg university of pennsylvania,1871 Old Main Drive Shippensburg PA 17257,(40.05771 -77.52222),$24746,$25474,1024,('93%' '94%' '91%'),6000,('56%' '44%'),18%,Co-ed,('52%' '48%'),72%,1%,2%,11%,6%,&lt; 1%,5%,77%
shoreline community college,16101 Greenwood Ave N Shoreline WA 98133-5696,(47.74823 -122.35579),$14916,$17763,242,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,11%,13%,7%,12%,1%,23%,45%
shorter college,604 Locust St N Little Rock AR 72114,(34.79642 -92.26025),$5596,$5596,56,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),40%,0%,&lt; 1%,77%,1%,&lt; 1%,1%,20%
shorter university,315 Shorter Ave Rome GA 30165,(34.264 -85.1907),$32210,$32210,309,('81%' '88%' '74%'),1149,('46%' '54%'),33%,Co-ed,('50%' '50%'),55%,2%,1%,30%,6%,1%,4%,59%
siena college,515 Loudon Rd Loudonville NY 12211,(42.71657 -73.75536),$57055,$57055,1055,('83%' '84%' '80%'),8597,('59%' '41%'),15%,Co-ed,('56%' '44%'),88%,3%,4%,3%,8%,&lt; 1%,5%,80%
siena heights university,1247 E. Siena Heights Dr. Adrian MI 49221,(41.90519 -84.01312),$40222,$40222,270,('68%' '71%' '66%'),1502,('43%' '57%'),26%,Co-ed,('43%' '57%'),70%,1%,1%,11%,6%,1%,19%,62%
sierra college,5100 Sierra College Blvd Rocklin CA 95677-3397,(38.79338 -121.20577),$8704,$15448,1419,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,8%,3%,24%,1%,9%,55%
simmons university,300 The Fenway Boston MA 02115,(42.33953 -71.09969),$58954,$58954,403,('84%' '83%' '0%'),3516,('100%' '0%'),14%,All-female,('100%' '0%'),80%,5%,10%,7%,7%,&lt; 1%,8%,68%
simpson college,701 North C St Indianola IA 50125,(41.36541 -93.56502),$53684,$53684,286,('91%' '92%' '89%'),1330,('45%' '55%'),24%,Co-ed,('49%' '51%'),77%,1%,2%,2%,4%,&lt; 1%,8%,83%
simpson university,2211 College View Drive Redding CA 96003,(40.61791 -122.33049),$47800,$47800,134,('67%' '68%' '65%'),953,('52%' '48%'),21%,Co-ed,('48%' '52%'),64%,1%,5%,4%,15%,3%,13%,61%
sinclair community college,444 W. Third St. Dayton OH 45402-1460,(39.75834 -84.19915),$3649,$7396,1214,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),78%,2%,2%,15%,4%,1%,12%,65%
sinte gleska university,E. Highway 18  101 Antelope Lake Circle Mission SD 57555-0105,(43.30582 -100.6582),$3154,$3154,49,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),33%,0%,&lt; 1%,&lt; 1%,&lt; 1%,90%,&lt; 1%,10%
sisseton wahpeton college,12572 BIA Rd 700 Sisseton SD 57262,(45.53253 -97.06154),$7510,$7510,28,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,&lt; 1%,4%,&lt; 1%,92%,&lt; 1%,4%
sitting bull college,9299 Hwy 24 Fort Yates ND 58538,(46.0739 -100.66946),$9556,$9556,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
skagit valley college,2405 E. College Way Mount Vernon WA 98273,(48.4377 -122.30963),$14081,$17157,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
skidmore college,815 N Broadway Saratoga Springs NY 12866,(43.09639 -73.78342),$76370,$76370,719,('31%' '31%' '28%'),11176,('59%' '41%'),21%,Co-ed,('56%' '44%'),91%,11%,5%,6%,11%,&lt; 1%,9%,69%
skyline college,3300 College Dr San Bruno CA 94066-1698,(37.63215 -122.46116),$1464,$10734,309,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
slippery rock university of pennsylvania,1 Morrow Way Slippery Rock PA 16057,(41.06031 -80.05238),$20775,$24883,1370,('79%' '80%' '78%'),4936,('60%' '40%'),35%,Co-ed,('59%' '41%'),81%,1%,1%,5%,2%,&lt; 1%,5%,86%
smith college,Elm St Northampton MA 01063,(42.31987 -72.63797),$75534,$75534,676,('30%' '29%' '0%'),6064,('100%' '0%'),37%,All-female,('100%' '0%'),93%,14%,13%,8%,12%,&lt; 1%,13%,55%
snow college,150 E College Ave Ephraim UT 84627,(39.36106 -111.58379),$8232,$17708,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),64%,2%,3%,2%,5%,2%,2%,86%
soka university of america,1 University Drive Aliso Viejo CA 92656,(33.55798 -117.73213),$47198,$47198,133,('52%' '54%' '47%'),519,('67%' '33%'),49%,Co-ed,('62%' '38%'),92%,42%,24%,7%,18%,&lt; 1%,16%,35%
solano community college,4000 Suisun Valley Rd Fairfield CA 94534-3197,(38.23256 -122.1264),$1170,$7626,661,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
somerset community college,808 Monticello Street Somerset KY 42501-2973,(37.06008 -84.61886),$4488,$15240,571,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,1%,1%,3%,&lt; 1%,3%,92%
sonoma state university ssu,1801 E Cotati Ave Rohnert Park CA 94928,(38.33615 -122.67488),$22498,$34378,822,('94%' '94%' '92%'),10598,('59%' '41%'),8%,Co-ed,('63%' '37%'),81%,2%,5%,2%,34%,1%,14%,44%
south arkansas community college,300 S West Ave El Dorado AR 71731-7010,(33.20979 -92.6655),$3012,$4812,172,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,2%,1%,34%,6%,1%,4%,54%
south carolina state university,300 College St NE Orangeburg SC 29117,(33.519 -80.88),$20060,$30750,586,('88%' '86%' '88%'),2497,('61%' '39%'),27%,Co-ed,('53%' '47%'),64%,0%,&lt; 1%,94%,&lt; 1%,&lt; 1%,3%,2%
south central college,1920 Lee Blvd North Mankato MN 56003-1920,(44.17531 -94.04672),$5966,$5966,238,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,2%,1%,10%,12%,&lt; 1%,4%,72%
south coast college,2011 W. Chapman Avenue Orange CA 92868-2609,(33.7879 -117.874),$13106,$13106,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),75%,0%,7%,4%,43%,2%,14%,29%
south college,3904 Lonas Road Knoxville TN 37909-0000,(35.95918 -83.97431),$17335,$17335,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),64%,3%,3%,27%,3%,1%,5%,61%
south dakota school of mines and technology,501 E Saint Joseph St Rapid City SD 57701,(44.07559 -103.20495),$20250,$24670,489,('81%' '76%' '81%'),1440,('25%' '75%'),42%,Co-ed,('19%' '81%'),76%,3%,2%,2%,6%,2%,6%,84%
south dakota state university,1015 Campanile Avenue Brookings SD 57007,(44.31656 -96.78471),$17353,$20863,2019,('88%' '88%' '87%'),5747,('55%' '45%'),40%,Co-ed,('53%' '47%'),76%,4%,1%,2%,3%,1%,3%,89%
south florida bible college and theological seminary,2200 SW 10th Street Deerfield Beach FL 33442,(26.30327 -80.13451),$7140,$7140,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),50%,31%,2%,29%,33%,&lt; 1%,5%,30%
south florida state college,600 W College Dr Avon Park FL 33825-9356,(27.57014 -81.51187),$3165,$11859,336,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
south georgia state college,100 W College Park Dr Douglas GA 31533,(31.49709 -82.8509),$12092,$18444,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
south georgia technical college,900 South GA Tech Parkway Americus GA 31709,(32.11901 -84.19143),$9092,$12092,159,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,1%,1%,50%,4%,&lt; 1%,1%,44%
south hills school of business and technology,480 Waupelani Dr State College PA 16801-4516,(40.77595 -77.85611),$18878,$18878,103,('97%' '96%' '98%'),175,('60%' '40%'),61%,Co-ed,('54%' '46%'),62%,0%,1%,2%,3%,&lt; 1%,2%,92%
south louisiana community college,1101 Bertrand Drive Lafayette LA 70506-4109,(30.21949 -92.05015),$4205,$4205,824,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,1%,1%,36%,5%,2%,7%,49%
south mountain community college,7050 S 24th St Phoenix AZ 85042,(33.38275 -112.03026),$2070,$7854,273,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,1%,3%,14%,57%,3%,7%,17%
south piedmont community college,680 Highway 74 West Polkton NC 28135,(35.00262 -80.2023),$2015,$6623,197,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,4%,13%,13%,&lt; 1%,12%,57%
south plains college,1401 S. College Ave Levelland TX 79336,(33.57846 -102.36764),$8310,$8694,1120,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),44%,0%,2%,6%,50%,1%,&lt; 1%,40%
south puget sound community college,2011 Mottman Rd SW Olympia WA 98512-6292,(47.02326 -122.9306),$4795,$10428,401,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,1%,6%,3%,14%,2%,20%,54%
south seattle college,6000 16th Ave SW Seattle WA 98106-1499,(47.5501 -122.35465),$4831,$4831,310,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
south suburban college,15800 South State Street South Holland IL 60473-1200,(41.60729 -87.61705),$11033,$12683,142,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),33%,0%,1%,56%,22%,1%,6%,14%
south texas college,3201 W. Pecan McAllen TX 78501,(26.21568 -98.2549),$2610,$6000,1802,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,1%,&lt; 1%,95%,&lt; 1%,1%,2%
south university savannah,709 Mall Blvd Savannah GA 31406,(32.00002 -81.10469),$17014,$17014,12,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,1%,7%,29%,7%,3%,3%,51%
south university west palm beach,9801 Belvedere Road Royal Palm Beach FL 33411,(26.69217 -80.19963),$17014,$17014,5,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,1%,4%,45%,23%,1%,4%,23%
southcentral kentucky community and technical college,1845 Loop Dr Bowling Green KY 42101-3601,(36.98423 -86.47662),$4488,$15240,364,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,3%,7%,7%,&lt; 1%,5%,77%
southeast arkansas college,1900 S Hazel Street Pine Bluff AR 71603,(34.21018 -92.0247),$3855,$6735,39,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),47%,0%,1%,59%,21%,&lt; 1%,1%,17%
southeast community college area,301 South 68th Street Place Lincoln NE 68510-2449,(40.81109 -96.62794),$12196,$12700,1067,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,4%,4%,10%,1%,5%,77%
southeast kentucky community and technical college,700 College Rd Cumberland KY 40823,(36.97069 -82.99702),$4488,$15240,224,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,&lt; 1%,2%,1%,&lt; 1%,6%,90%
southeast missouri hospital college of nursing and health sciences,2001 William Street Cape Girardeau MO 63703-4507,(37.30282 -89.54585),$12142,$12142,6,('33%' '34%' '28%'),48,('85%' '15%'),75%,Co-ed,('83%' '17%'),75%,0%,&lt; 1%,4%,2%,1%,2%,91%
southeast missouri state university,One University Plaza MS2025 Cape Girardeau MO 63701,(37.3064 -89.54788),$18689,$25259,1487,('79%' '82%' '73%'),7213,('62%' '38%'),26%,Co-ed,('61%' '39%'),74%,5%,1%,9%,2%,&lt; 1%,2%,85%
southeast new mexico college,1500 University Drive Carlsbad NM 88220,(32.4417 -104.26371),$1968,$4008,81,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,2%,1%,1%,60%,1%,9%,27%
southeast technical college,2320 N Career Ave Sioux Falls SD 57107-1301,(43.57016 -96.77975),$16054,$16054,676,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,2%,7%,4%,2%,3%,82%
southeastern baptist college,4229 Hwy 15 N Laurel MS 39440,(31.74794 -89.15006),$10275,$10275,18,('56%' '81%' '40%'),41,('39%' '61%'),78%,Co-ed,('44%' '56%'),100%,0%,5%,46%,2%,&lt; 1%,&lt; 1%,48%
southeastern baptist theological seminary,120 S. Wingate Street Wake Forest NC 27587-1889,(35.98085 -78.51415),$17038,$17038,24,('90%' '94%' '86%'),89,('41%' '59%'),66%,Co-ed,('39%' '61%'),86%,0%,6%,5%,6%,1%,3%,80%
southeastern college west palm beach,1756 North Congress Avenue West Palm Beach FL 33409,(26.70208 -80.08598),$21346,$21346,150,('92%' '91%' '100%'),444,('90%' '10%'),54%,Co-ed,('87%' '13%'),75%,0%,&lt; 1%,42%,24%,&lt; 1%,21%,12%
southeastern community college iowa,1500 West Agency Road West Burlington IA 52655-0180,(40.81163 -91.17299),$15300,$15450,405,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,4%,1%,7%,5%,3%,62%,21%
southeastern community college north carolina,4564 Chadbourn Hwy Whiteville NC 28472-5422,(34.33013 -78.78097),$2600,$8744,95,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),93%,0%,&lt; 1%,19%,7%,6%,7%,61%
southeastern free will baptist bible college,532 Eagle Rock Road Wendell NC 27591-9072,(35.80188 -78.41667),$15403,$15403,18,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),77%,0%,2%,&lt; 1%,10%,&lt; 1%,2%,87%
southeastern illinois college,3575 College Road Harrisburg IL 62946,(37.74626 -88.43829),$6120,$6360,201,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,&lt; 1%,3%,2%,&lt; 1%,8%,87%
southeastern louisiana university,548 Ned McGehee Ave. Hammond LA 70402,(30.51191 -90.47006),$17719,$30197,2230,('99%' '98%' '98%'),5634,('63%' '37%'),40%,Co-ed,('59%' '41%'),67%,1%,1%,19%,7%,&lt; 1%,10%,62%
southeastern oklahoma state university,425 W. University Blvd Durant OK 74701,(34.00499 -96.37668),$13830,$22770,352,('74%' '73%' '73%'),825,('49%' '51%'),58%,Co-ed,('50%' '50%'),64%,2%,1%,5%,6%,15%,19%,54%
southeastern technical college,3001 E First St Vidalia GA 30474,(32.20462 -82.36651),$3127,$5527,38,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,&lt; 1%,23%,11%,&lt; 1%,2%,63%
southeastern university,1000 Longfellow Blvd Lakeland FL 33801,(28.03212 -81.91895),$39134,$39134,1205,('45%' '42%' '48%'),4939,('63%' '37%'),54%,Co-ed,('58%' '42%'),72%,1%,2%,15%,19%,1%,6%,58%
southern adventist university,4881 Taylor Cir Collegedale TN 37315,(35.047798 -85.050082),$31450,$31450,571,('75%' '76%' '71%'),1906,('57%' '43%'),40%,Co-ed,('55%' '45%'),76%,5%,12%,11%,24%,&lt; 1%,6%,48%
southern arkansas university main campus,100 E. University Magnolia AR 71753,(33.28879 -93.23689),$17005,$22225,632,('63%' '61%' '64%'),2805,('60%' '40%'),36%,Co-ed,('53%' '47%'),65%,3%,1%,28%,4%,1%,1%,66%
southern arkansas university tech,6415 Spellman Road Camden AR 71701-1906,(33.63203 -92.71771),$9151,$10941,201,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,&lt; 1%,39%,5%,&lt; 1%,7%,48%
southern baptist theological seminary,2825 Lexington Rd Louisville KY 40280-0001,(38.24714 -85.68592),$19346,$19346,159,('80%' '78%' '81%'),355,('43%' '57%'),68%,Co-ed,('39%' '61%'),83%,16%,4%,3%,3%,&lt; 1%,1%,89%
southern california institute of architecture,960 E. 3rd Street Los Angeles CA 90013-1822,(34.04599 -118.23288),$49016,$49016,30,('65%' '64%' '64%'),424,('56%' '44%'),11%,Co-ed,('50%' '50%'),93%,57%,17%,6%,22%,1%,7%,47%
