Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students,Asian and Pacific Islander,Black,Hispanic,Native American,Other,White
bryant and stratton college syracuse north,7805 Oswego Rd Liverpool NY 13090,(43.14853 -76.23073),$18170,$18170,63,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
bryant and stratton college virginia beach,301 Centre Pointe Dr Virginia Beach VA 23462,(36.82799 -76.13857),$18087,$18087,111,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),33%,0%,2%,61%,5%,1%,7%,25%
bryant university,1150 Douglas Pike Smithfield RI 02917,(41.92158 -71.53383),$63993,$63993,671,('74%' '78%' '70%'),6985,('38%' '62%'),13%,Co-ed,('34%' '66%'),90%,8%,4%,4%,8%,&lt; 1%,4%,80%
bryn athyn college of the new church,801 Tomlinson Rd Bryn Athyn PA 19009,(40.13156 -75.06703),$39198,$39198,75,('91%' '93%' '86%'),498,('56%' '44%'),17%,Co-ed,('42%' '58%'),76%,3%,3%,16%,8%,1%,1%,71%
bryn mawr college,101 N Merion Avenue Bryn Mawr PA 19010,(40.02621 -75.31639),$73690,$73690,422,('39%' '39%' '0%'),3391,('100%' '0%'),32%,All-female,('100%' '0%'),92%,22%,16%,7%,12%,&lt; 1%,16%,48%
bucknell university,One Dent Drive Lewisburg PA 17837,(40.95678 -76.8836),$74676,$74676,1027,('35%' '38%' '30%'),11263,('49%' '51%'),26%,Co-ed,('52%' '48%'),92%,6%,6%,4%,7%,&lt; 1%,5%,78%
bucks county community college,275 Swamp Rd Newtown PA 18940-4106,(40.24228 -74.96563),$7920,$11880,822,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,5%,6%,10%,&lt; 1%,7%,71%
buena vista university,610 W 4th St Storm Lake IA 50588,(42.6425 -95.20796),$47888,$47888,237,('66%' '66%' '66%'),1735,('44%' '56%'),21%,Co-ed,('43%' '57%'),60%,2%,1%,3%,4%,1%,12%,80%
bunker hill community college,250 New Rutherford Ave Boston MA 02129-2925,(42.37523 -71.06858),$5280,$10224,703,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,5%,11%,25%,30%,&lt; 1%,14%,19%
bushnell university,828 E. 11th Ave. Eugene OR 97401-3745,(44.04769 -123.07969),$42510,$42510,85,('68%' '73%' '61%'),456,('53%' '47%'),27%,Co-ed,('49%' '51%'),74%,1%,3%,3%,12%,4%,9%,69%
butler community college,901 S Haverhill Rd El Dorado KS 67042-3280,(37.808 -96.88044),$10761,$12561,1109,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,2%,5%,8%,15%,1%,8%,63%
butler county community college,107 College Drive Butler PA 16002,(40.82845 -79.91363),$8450,$11450,449,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,1%,2%,3%,&lt; 1%,4%,90%
butler university,4600 Sunset Ave Indianapolis IN 46208,(39.84135 -86.16898),$58250,$58250,1132,('81%' '81%' '79%'),15340,('58%' '42%'),9%,Co-ed,('59%' '41%'),89%,2%,3%,4%,4%,&lt; 1%,5%,83%
butte college,3536 Butte Campus Drive Oroville CA 95965-8399,(39.65107 -121.6454),$1368,$7848,1071,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,6%,3%,32%,1%,8%,51%
cabarrus college of health sciences,401 Medical Park Drive Concord NC 28025-3959,(35.43975 -80.6007),$14370,$14370,12,('46%' '48%' '20%'),50,('90%' '10%'),65%,Co-ed,('93%' '7%'),n/a,n/a
cabrillo college,6500 Soquel Dr Aptos CA 95003,(36.98823 -121.92439),$1262,$8630,729,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,0%,3%,1%,49%,&lt; 1%,6%,40%
cairn university langhorne,200 Manor Ave Langhorne PA 19047,(40.16302 -74.91029),$42441,$42441,209,('82%' '84%' '79%'),509,('51%' '49%'),50%,Co-ed,('55%' '45%'),80%,2%,5%,11%,5%,&lt; 1%,4%,75%
caldwell community college and technical institute,2855 Hickory Boulevard Hudson NC 28638,(35.85474 -81.4836),$2537,$8681,304,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,1%,4%,9%,2%,5%,78%
caldwell university,120 Bloomfield Avenue Caldwell NJ 07006,(40.83577 -74.27002),$49660,$49660,349,('96%' '96%' '95%'),3494,('61%' '39%'),10%,Co-ed,('46%' '54%'),79%,11%,4%,15%,25%,&lt; 1%,15%,41%
california aeronautical university,1450 Boughton Drive Bakersfield CA 93308,(35.43412 -119.04544),$37831,$37831,35,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,11%,5%,34%,1%,4%,44%
california baptist university,8432 Magnolia Ave Riverside CA 92504,(33.93158 -117.42669),$47728,$47728,1372,('64%' '63%' '63%'),9474,('66%' '34%'),23%,Co-ed,('63%' '37%'),76%,2%,6%,8%,36%,1%,10%,39%
california college of the arts cca,1111 Eighth Street San Francisco CA 94107,(37.76699 -122.40002),$71429,$71429,209,('78%' '79%' '73%'),2847,('71%' '29%'),9%,Co-ed,('67%' '33%'),81%,36%,24%,8%,18%,&lt; 1%,7%,42%
california institute of technology caltech,1200 E California Blvd Pasadena CA 91125,(34.13431 -118.12576),$76428,$76428,270,('4%' '6%' '2%'),13026,('30%' '70%'),53%,Co-ed,('44%' '56%'),98%,9%,47%,1%,14%,&lt; 1%,8%,30%
california institute of the arts cal arts,24700 W McBean Pky Valencia CA 91355,(34.39248 -118.56659),$65601,$65601,203,('29%' '28%' '29%'),2364,('63%' '37%'),30%,Co-ed,('63%' '37%'),80%,16%,12%,5%,16%,&lt; 1%,22%,45%
california lutheran university,60 W Olsen Rd Thousand Oaks CA 91360,(34.22499 -118.88089),$60982,$60982,492,('82%' '84%' '78%'),4041,('57%' '43%'),15%,Co-ed,('57%' '43%'),83%,4%,6%,4%,32%,&lt; 1%,12%,46%
california northstate university,9700 West Taron Drive Elk Grove CA 95757,(38.40574 -121.48105),$48668,$48668,31,('95%' '96%' '94%'),332,('61%' '39%'),10%,Co-ed,('67%' '33%'),n/a,n/a
california polytechnic state university cal poly,1 Grand Ave. San Luis Obispo CA 93407,(35.29608 -120.65302),$26527,$44437,4884,('33%' '37%' '28%'),54570,('49%' '51%'),27%,Co-ed,('50%' '50%'),94%,2%,13%,1%,17%,&lt; 1%,13%,56%
california state polytechnic university humboldt,1 Harpst Street Arcata CA 95521,(40.87413 -124.08154),$20404,$32284,629,('91%' '92%' '90%'),7013,('60%' '40%'),10%,Co-ed,('59%' '41%'),71%,2%,3%,4%,35%,1%,14%,43%
california state polytechnic university pomona cal poly pomona,3801 West Temple Avenue Pomona CA 91768,(34.05512 -117.82114),$24009,$35889,3463,('61%' '67%' '53%'),41226,('48%' '52%'),14%,Co-ed,('44%' '56%'),87%,7%,24%,4%,47%,&lt; 1%,8%,18%
california state university bakersfield,9001 Stockdale Hwy Bakersfield CA 93311,(35.35435 -119.10328),$20479,$32359,1165,('85%' '87%' '81%'),12334,('58%' '42%'),11%,Co-ed,('65%' '35%'),78%,6%,8%,6%,58%,1%,9%,19%
california state university channel islands csu channel islands,One University Dr Camarillo CA 93012,(34.16534 -119.04503),$23117,$34997,566,('93%' '93%' '91%'),9244,('63%' '37%'),7%,Co-ed,('71%' '29%'),78%,2%,6%,3%,50%,&lt; 1%,11%,30%
california state university chico,First and Normal Sts Chico CA 95929,(39.7212 -121.83491),$22702,$34582,1929,('85%' '88%' '81%'),19990,('57%' '43%'),11%,Co-ed,('55%' '45%'),85%,4%,6%,3%,34%,1%,14%,44%
california state university dominguez hills,1000 E Victoria St Carson CA 90747,(33.86688 -118.25601),$22180,$34060,2048,('90%' '91%' '86%'),16741,('58%' '42%'),14%,Co-ed,('56%' '44%'),78%,5%,10%,13%,65%,&lt; 1%,6%,7%
california state university east bay csu east bay,25800 Carlos Bee Blvd Hayward CA 94542,(37.65604 -122.05774),$21368,$33248,941,('82%' '83%' '81%'),14448,('57%' '43%'),8%,Co-ed,('56%' '44%'),76%,6%,25%,11%,35%,&lt; 1%,11%,17%
california state university fresno csu fresno,5241 N Maple Ave Fresno CA 93740,(36.81057 -119.74522),$17411,$29291,3451,('97%' '97%' '96%'),15231,('58%' '42%'),23%,Co-ed,('59%' '41%'),81%,6%,15%,3%,54%,&lt; 1%,8%,19%
california state university fullerton csu fullerton,800 N State College Blvd Fullerton CA 92831,(33.87961 -117.88971),$23679,$35559,4219,('59%' '62%' '54%'),45140,('59%' '41%'),16%,Co-ed,('61%' '39%'),88%,6%,22%,2%,46%,&lt; 1%,9%,21%
california state university long beach long beach state,1250 Bellflower Blvd Long Beach CA 90840,(33.78223 -118.12241),$20784,$32664,4865,('47%' '48%' '43%'),67122,('60%' '40%'),15%,Co-ed,('61%' '39%'),87%,7%,24%,4%,45%,&lt; 1%,9%,18%
california state university los angeles cal state la,5151 State University Dr Los Angeles CA 90032,(34.06182 -118.17361),$23645,$35525,4095,('91%' '92%' '87%'),29223,('60%' '40%'),15%,Co-ed,('58%' '42%'),82%,7%,15%,4%,70%,&lt; 1%,5%,6%
california state university maritime academy,200 Maritime Academy Dr Vallejo CA 94590,(38.06947 -122.23056),$19058,$30938,195,('82%' '81%' '82%'),1005,('25%' '75%'),24%,Co-ed,('20%' '80%'),82%,1%,10%,2%,21%,&lt; 1%,19%,49%
california state university monterey bay,100 Campus Center Seaside CA 93955,(36.654463 -121.801785),$18113,$29993,779,('93%' '93%' '91%'),10026,('61%' '39%'),8%,Co-ed,('63%' '37%'),83%,6%,6%,4%,49%,&lt; 1%,13%,27%
california state university northridge csun,18111 Nordhoff St Northridge CA 91330,(34.23535 -118.52794),$18545,$30425,4716,('88%' '90%' '84%'),23656,('55%' '45%'),23%,Co-ed,('53%' '47%'),81%,9%,12%,5%,52%,&lt; 1%,8%,23%
california state university sacramento,6000 J St Sacramento CA 95819,(38.56717 -121.42745),$23336,$35216,3581,('94%' '94%' '92%'),22706,('58%' '42%'),17%,Co-ed,('57%' '43%'),81%,3%,22%,6%,31%,&lt; 1%,13%,28%
california state university san bernardino,5500 University Parkway San Bernardino CA 92407,(34.18005 -117.32448),$20035,$31915,2001,('91%' '92%' '88%'),13057,('61%' '39%'),17%,Co-ed,('60%' '40%'),86%,8%,6%,6%,68%,&lt; 1%,7%,13%
california state university san marcos,333 S Twin Oaks Valley Rd San Marcos CA 92096,(33.12743 -117.16523),$20877,$32757,2413,('93%' '94%' '92%'),13986,('62%' '38%'),18%,Co-ed,('59%' '41%'),77%,5%,11%,3%,44%,&lt; 1%,14%,27%
california state university stanislaus stanislaus state,One University Circle Turlock CA 95382,(37.52485 -120.8555),$19220,$31100,951,('95%' '96%' '91%'),5740,('64%' '36%'),17%,Co-ed,('65%' '35%'),82%,4%,11%,2%,54%,&lt; 1%,10%,23%
calumet college of saint joseph,2400 New York Ave Whiting IN 46394,(41.6707 -87.49426),$26170,$26170,97,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),46%,0%,1%,30%,37%,&lt; 1%,2%,30%
calvary university,15800 Calvary Road Kansas City MO 64147,(38.8395 -94.54708),$17376,$17376,43,('59%' '75%' '45%'),86,('46%' '54%'),84%,Co-ed,('60%' '40%'),62%,0%,4%,7%,1%,&lt; 1%,7%,81%
calvin university,3201 Burton Street SE Grand Rapids MI 49546,(42.92708 -85.58909),$49040,$49040,736,('75%' '76%' '72%'),3985,('58%' '42%'),25%,Co-ed,('53%' '47%'),87%,12%,5%,3%,6%,&lt; 1%,6%,80%
cambridge college,500 Rutherford Avenue Boston MA 02129,(42.38145 -71.07227),$16442,$16442,4,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,5%,19%,16%,34%,1%,4%,26%
camden county college,200 College Drive Blackwood NJ 08012,(39.78426 -75.04837),$3744,$3744,713,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,4%,5%,19%,19%,1%,17%,39%
cameron university,2800 West Gore Blvd Lawton OK 73505,(34.60859 -98.43292),$12260,$21680,460,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,3%,2%,13%,13%,6%,13%,52%
campbell university,143 Main Street Buies Creek NC 27506,(35.8236 -80.25382),$51785,$51785,562,('87%' '90%' '83%'),4142,('56%' '44%'),16%,Co-ed,('53%' '47%'),74%,2%,3%,17%,10%,1%,13%,57%
campbellsville university,1 University Dr Campbellsville KY 42718,(37.34415 -85.35023),$33880,$33880,687,('78%' '76%' '79%'),5130,('57%' '43%'),17%,Co-ed,('52%' '48%'),63%,4%,2%,9%,3%,&lt; 1%,6%,81%
canada college,4200 Farm Hill Blvd. Redwood City CA 94061-1099,(37.44733 -122.26036),$1362,$9006,156,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),77%,4%,19%,2%,44%,2%,9%,25%
canisius college,2001 Main Street Buffalo NY 14208,(42.9256 -78.85349),$42904,$42904,456,('81%' '83%' '78%'),3668,('57%' '43%'),15%,Co-ed,('55%' '45%'),85%,5%,3%,9%,6%,&lt; 1%,7%,75%
cankdeska cikana community college,214 1st Ave Fort Totten ND 58335,(47.97819 -98.99127),$3950,$3950,25,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,0%,&lt; 1%,&lt; 1%,2%,83%,6%,9%
cape cod community college,2240 Iyannough Rd West Barnstable MA 02668-1599,(41.6904 -70.33695),$5352,$10296,287,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,0%,3%,7%,11%,&lt; 1%,12%,66%
cape fear community college,411 North Front Street Wilmington NC 28401-3910,(34.24043 -77.94934),$2748,$8892,638,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,1%,12%,11%,1%,6%,69%
capella university,225 South 6th Street 9th Floor Minneapolis MN 55402-3389,(44.97637 -93.26795),$14148,$14148,14,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,1%,3%,27%,11%,1%,11%,47%
capital community college,950 Main Street Hartford CT 06103,(41.76834 -72.67306),$4596,$13548,213,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,5%,36%,32%,&lt; 1%,6%,21%
capital university,1 College and Main Columbus OH 43209,(39.95724 -82.93999),$51346,$51346,424,('74%' '79%' '66%'),3585,('58%' '42%'),16%,Co-ed,('59%' '41%'),78%,2%,2%,10%,4%,&lt; 1%,8%,75%
capitol technology university,11301 Springfield Rd Laurel MD 20708,(39.0467 -76.85049),$39688,$39688,40,('47%' '38%' '48%'),432,('21%' '79%'),22%,Co-ed,('13%' '87%'),75%,3%,8%,30%,8%,1%,13%,41%
cardinal stritch university,6801 N Yates Rd Milwaukee WI 53217,(43.14004 -87.90716),$44528,$44528,112,('89%' '91%' '83%'),586,('69%' '31%'),21%,Co-ed,('67%' '33%'),72%,10%,2%,20%,16%,1%,22%,39%
caribbean university bayamon,167 Ave.  Km 21.2 Bayamon PR 00960-0493,(18.39348 -66.15572),$5505,$5505,76,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
caribbean university carolina,Calle Ignacio Arzuaga #208 Carolina PR 00985,(18.38029 -65.96103),$5497,$5497,11,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
caribbean university ponce,AVE. EDNITA NAZARIO #1015 Ponce PR 00716-7733,(18.00688 -66.59938),$5497,$5497,34,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),88%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
caribbean university vega baja,Carr 671 K.M. 5 Sector El Criollo Bo. Algarrobo Vega Baja PR 00964,(18.45056 -66.41344),$5497,$5497,10,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),83%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
carl albert state college,1507 S McKenna Poteau OK 74953-5208,(35.04087 -94.63584),$7818,$11943,202,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),74%,0%,1%,1%,9%,30%,11%,48%
carl sandburg college,2400 Tom L. Wilson Boulevard Galesburg IL 61401,(40.98041 -90.40782),$7860,$8760,228,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,1%,7%,9%,&lt; 1%,8%,75%
carleton college,One North College Street Northfield MN 55057,(44.45968 -93.15549),$75600,$75600,555,('18%' '17%' '18%'),7915,('53%' '47%'),40%,Co-ed,('50%' '50%'),97%,10%,8%,5%,9%,&lt; 1%,10%,67%
carlow university,3333 Fifth Ave Pittsburgh PA 15213,(40.43905 -79.96222),$45018,$45018,185,('92%' '93%' '83%'),1044,('81%' '19%'),19%,Co-ed,('85%' '15%'),80%,0%,2%,17%,2%,&lt; 1%,17%,62%
carnegie mellon university cmu,5000 Forbes Avenue Pittsburgh PA 15213,(40.44465 -79.9434),$75074,$75074,1896,('14%' '17%' '10%'),32896,('39%' '61%'),43%,Co-ed,('51%' '49%'),97%,21%,36%,6%,11%,&lt; 1%,12%,34%
carolina christian college,4209 Indiana Avenue Winston Salem NC 27105,(36.14622 -80.25645),$14330,$14330,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),100%,0%,2%,94%,&lt; 1%,&lt; 1%,&lt; 1%,4%
carolinas college of health sciences,2110 Water Ridge Parkway Charlotte NC 28217,(35.18204 -80.9278),$15814,$15814,2,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
carroll college,1601 N Benton Ave Helena MT 59625,(46.60076 -112.04131),$48522,$48522,280,('84%' '85%' '81%'),1499,('58%' '42%'),22%,Co-ed,('58%' '42%'),81%,2%,2%,1%,5%,1%,12%,80%
carroll community college,1601 Washington Rd Westminster MD 21157,(39.52883 -76.99142),$6798,$8688,341,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,3%,5%,6%,&lt; 1%,5%,81%
carroll university,100 N East Ave Waukesha WI 53186,(43.00353 -88.22677),$46830,$46830,678,('70%' '74%' '64%'),4481,('58%' '42%'),21%,Co-ed,('69%' '31%'),81%,3%,4%,2%,8%,&lt; 1%,4%,81%
carson newman university,1646 S Russell Ave Jefferson City TN 37760,(36.12247 -83.49221),$40794,$40794,395,('79%' '80%' '76%'),2953,('62%' '38%'),17%,Co-ed,('54%' '46%'),63%,4%,1%,9%,4%,1%,4%,82%
carteret community college,3505 Arendell St Morehead City NC 28557,(34.72439 -76.75501),$2610,$8754,98,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,1%,1%,9%,8%,1%,5%,77%
carthage college,2001 Alford Park Dr Kenosha WI 53140,(42.62341 -87.82444),$45400,$45400,763,('76%' '80%' '70%'),8639,('53%' '47%'),12%,Co-ed,('57%' '43%'),77%,1%,2%,7%,8%,1%,11%,71%
cascadia college,18345 Campus Way NE Bothell WA 98011-8205,(47.76076 -122.19167),$4533,$4896,219,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
case western reserve university,10900 Euclid Ave Cleveland OH 44106,(41.50593 -81.6091),$71014,$71014,1606,('30%' '31%' '29%'),33232,('48%' '52%'),16%,Co-ed,('51%' '49%'),95%,13%,23%,5%,7%,&lt; 1%,7%,57%
casper college,125 College Drive Casper WY 82601-4699,(42.83409 -106.32567),$10880,$15920,545,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,2%,1%,1%,9%,2%,7%,80%
castleton university,62 Alumni Dr Castleton VT 05735,(43.6094 -73.17767),$25120,$42088,391,('87%' '89%' '85%'),2447,('50%' '50%'),18%,Co-ed,('47%' '53%'),69%,3%,1%,2%,3%,1%,12%,82%
catawba college,2300 W Innes St Salisbury NC 28144,(35.68991 -80.4823),$43510,$43510,264,('56%' '58%' '53%'),2199,('49%' '51%'),21%,Co-ed,('40%' '60%'),83%,4%,1%,22%,7%,&lt; 1%,4%,66%
catawba valley community college,2550 Hwy 70 SE Hickory NC 28602-0699,(35.69913 -81.28805),$2367,$7743,252,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,1%,7%,5%,15%,&lt; 1%,5%,67%
catholic university of america cua,620 Michigan Avenue NE Washington DC 20064,(38.93255 -76.99767),$68176,$68176,691,('86%' '88%' '83%'),5895,('56%' '44%'),14%,Co-ed,('55%' '45%'),87%,6%,4%,5%,14%,&lt; 1%,9%,68%
cayuga community college,197 Franklin Street Auburn NY 13021-3099,(42.94235 -76.54278),$6292,$11284,306,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,1%,8%,3%,1%,9%,78%
cazenovia college,22 Sullivan St Cazenovia NY 13035,(42.93231 -75.8552),$51404,$51404,162,('68%' '70%' '61%'),1695,('66%' '34%'),14%,Co-ed,('69%' '31%'),70%,1%,2%,9%,6%,1%,18%,65%
cecil college,One Seahawk Drive North East MD 21901-1900,(39.64066 -75.95689),$8070,$9510,219,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,1%,2%,9%,6%,&lt; 1%,6%,77%
cedar crest college,100 College Drive Allentown PA 18104,(40.58627 -75.51443),$55110,$55110,168,('69%' '69%' '54%'),1233,('98%' '2%'),20%,Co-ed,('98%' '2%'),80%,9%,3%,10%,17%,&lt; 1%,9%,62%
cedarville university,251 N. Main Street Cedarville OH 45314,(39.74944 -83.81007),$41494,$41494,972,('62%' '59%' '67%'),5223,('63%' '37%'),30%,Co-ed,('56%' '44%'),87%,1%,2%,1%,2%,&lt; 1%,8%,86%
cem college humacao,8 Dr Vidal St Humacao PR 00791-4210,(18.14917 -65.8234),$11640,$11640,31,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
cem college san juan,1206  13th. Street  Ext San Agustin San Juan PR 00926-1931,(18.39395 -66.03748),$11640,$11640,32,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,0%,&lt; 1%,&lt; 1%,100%,&lt; 1%,&lt; 1%,&lt; 1%
centenary college of louisiana,2911 Centenary Boulevard Shreveport LA 71134,(32.48373 -93.73382),$52000,$52000,134,('63%' '65%' '59%'),876,('60%' '40%'),24%,Co-ed,('56%' '44%'),76%,3%,3%,17%,10%,1%,5%,64%
centenary university,400 Jefferson St Hackettstown NJ 07840,(40.84615 -74.83412),$46286,$46286,235,('98%' '97%' '97%'),1346,('61%' '39%'),18%,Co-ed,('60%' '40%'),69%,2%,2%,12%,9%,&lt; 1%,22%,56%
centra college,905 Lakeside Dr. Suite A Lynchburg VA 24501,(37.40567 -79.1702),$12664,$12664,1,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
central arizona college,8470 N Overfield Rd Coolidge AZ 85128-9030,(32.95758921916 -111.650877073),$9880,$12460,395,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,1%,2%,6%,37%,4%,11%,40%
central baptist college,1501 College Avenue Conway AR 72034,(35.08396 -92.44443),$24900,$24900,138,('62%' '65%' '59%'),349,('39%' '61%'),64%,Co-ed,('39%' '61%'),54%,3%,1%,22%,3%,1%,2%,70%
central carolina community college,1105 Kelly Dr Sanford NC 27330-9840,(35.4714 -79.14282),$2554,$8698,418,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,1%,15%,23%,1%,7%,53%
central carolina technical college,506 N Guignard Dr Sumter SC 29150-2499,(33.93416 -80.3717),$6594,$9016,288,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,1%,40%,5%,1%,2%,51%
central christian college of kansas,1200 S Main McPherson KS 67460,(38.35782 -97.66691),$28225,$28225,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),41%,3%,1%,19%,13%,2%,7%,58%
central christian college of the bible,911 E Urbandale Dr Moberly MO 65270-1997,(39.39564 -92.42752),$17750,$17750,17,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),38%,2%,2%,7%,6%,2%,10%,73%
central college,812 University Pella IA 50219,(41.40019 -92.91987),$29802,$29802,340,('75%' '73%' '75%'),2202,('49%' '51%'),21%,Co-ed,('49%' '51%'),79%,1%,3%,4%,6%,&lt; 1%,4%,82%
central community college,3134 West Hwy 34 Grand Island NE 68802-4903,(40.88981 -98.37091),$10144,$11524,580,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,1%,3%,26%,1%,&lt; 1%,69%
central connecticut state university,1615 Stanley St New Britain CT 06050,(41.69004 -72.7708),$23716,$37120,1093,('75%' '73%' '75%'),6285,('51%' '49%'),23%,Co-ed,('44%' '56%'),74%,2%,5%,12%,15%,&lt; 1%,6%,62%
central lakes college brainerd,501 West College Drive Brainerd MN 56401-3900,(46.34736 -94.21534),$5954,$5954,346,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,1%,2%,3%,1%,9%,85%
central louisiana technical community college,516 Murray Street Alexandria LA 71301,(31.31006 -92.44618),$4099,$4099,332,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),79%,0%,&lt; 1%,40%,2%,2%,6%,49%
central maine community college,1250 Turner Street Auburn ME 04210-6498,(44.13323 -70.22831),$13364,$16244,418,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,2%,1%,8%,3%,&lt; 1%,34%,55%
central methodist university college of liberal arts and sciences,411 Central Methodist Square Fayette MO 65248,(39.14852 -92.68405),$35120,$35120,340,('99%' '99%' '98%'),1345,('39%' '61%'),26%,Co-ed,('48%' '52%'),73%,7%,1%,10%,4%,1%,7%,78%
central michigan university cmu,106 Warriner Hall Mount Pleasant MI 48859,(43.5861 -84.77724),$24120,$24120,1910,('77%' '78%' '74%'),18517,('62%' '38%'),13%,Co-ed,('60%' '40%'),77%,4%,1%,9%,5%,1%,5%,79%
central new mexico community college,525 Buena Vista Dr SE Albuquerque NM 87106,(35.07664 -106.62418),$1684,$7540,1476,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,2%,3%,54%,7%,8%,26%
central ohio technical college,1179 University Drive Newark OH 43055-1767,(40.06801 -82.44485),$4896,$7656,143,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),46%,0%,3%,10%,3%,&lt; 1%,14%,70%
central oregon community college,2600 NW College Way Bend OR 97703,(44.06269 -121.33796),$18690,$24630,493,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,1%,1%,13%,2%,10%,73%
central penn college,600 Valley Road Summerdale PA 17093-0309,(40.3054503482 -76.9335246468),$26130,$26130,40,('89%' '87%' '90%'),247,('66%' '34%'),37%,Co-ed,('60%' '40%'),51%,0%,3%,16%,11%,1%,11%,58%
central piedmont community college,1201 Elizabeth Avenue Charlotte NC 28204,(35.21713 -80.83081),$2792,$8936,1245,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,4%,6%,29%,15%,1%,6%,44%
central state university,1400 Brush Row Rd Wilberforce OH 45384,(39.71824 -83.88161),$17742,$19742,804,('59%' '61%' '53%'),8019,('66%' '34%'),17%,Co-ed,('61%' '39%'),54%,3%,&lt; 1%,95%,1%,&lt; 1%,2%,1%
central texas college,6200 West Central Texas Expressway Killeen TX 76549-4199,(31.12186 -97.80668),$9741,$13611,332,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,4%,24%,29%,2%,10%,31%
