Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students
urban college of boston,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,('n/a' 'n/a'),n/a,n/a
western illinois university,1 University Circle Macomb IL 61455,(40.46418 -90.68638),$23861,$23861,920,('72%' '75%' '67%'),7156,('62%' '38%'),18%,Co-ed,('60%' '40%'),65%,2%,1%,22%,12%,&lt; 1%,5%,60%
western iowa tech community college,4647 Stone Ave Sioux City IA 51102-5199,(42.48009 -96.34492),$11092,$11116,559,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,4%,2%,5%,22%,2%,5%,65%
western kentucky university,1906 College Heights Blvd Bowling Green KY 42101,(36.98712 -86.45006),$21700,$37708,2832,('98%' '99%' '97%'),7255,('64%' '36%'),40%,Co-ed,('64%' '36%'),71%,4%,2%,9%,4%,&lt; 1%,5%,81%
western michigan university wmu,1903 W Michigan Ave Kalamazoo MI 49008,(42.28475 -85.61047),$24318,$27652,2112,('83%' '84%' '80%'),18853,('56%' '44%'),14%,Co-ed,('50%' '50%'),80%,5%,2%,13%,7%,&lt; 1%,5%,73%
western nebraska community college,1601 East 27th Street Scottsbluff NE 69361-1899,(41.87406 -103.64308),$10140,$10236,298,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,5%,2%,2%,18%,1%,3%,74%
western nevada college,2201 West College Parkway Carson City NV 89703-7399,(39.18386 -119.79028),$3748,$11434,294,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
western new england university wne,1215 Wilbraham Rd Springfield MA 01119,(42.11651 -72.52139),$54810,$54810,783,('90%' '91%' '88%'),6385,('47%' '53%'),14%,Co-ed,('44%' '56%'),78%,4%,4%,6%,9%,&lt; 1%,6%,75%
western new mexico university,1000 W. College Ave Silver City NM 88061,(32.77549 -108.28317),$17148,$24131,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),64%,2%,2%,5%,44%,3%,23%,23%
western oklahoma state college,2801 N Main St Altus OK 73521-1397,(34.66688 -99.33407),$12676,$16792,228,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,1%,8%,20%,1%,15%,55%
western oregon university,345 North Monmouth Ave Monmouth OR 97361,(44.85146 -123.23647),$21072,$40512,544,('92%' '92%' '90%'),2703,('67%' '33%'),22%,Co-ed,('67%' '33%'),69%,7%,8%,4%,17%,2%,5%,65%
western piedmont community college,1001 Burkemont Ave Morganton NC 28655-4511,(35.72262 -81.69357),$2630,$8774,79,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,5%,6%,10%,&lt; 1%,&lt; 1%,78%
western technical college,400 Seventh St. North La Crosse WI 54601,(43.81468 -91.24678),$11544,$13659,648,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,0%,3%,3%,5%,1%,7%,80%
western texas college,6200 College Ave Snyder TX 79549,(32.68462 -100.91925),$9890,$10850,142,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,4%,1%,4%,43%,&lt; 1%,3%,48%
western washington university wwu,516 High Street Bellingham WA 98225,(48.73936 -122.48578),$21783,$39010,2874,('96%' '96%' '95%'),10580,('62%' '38%'),28%,Co-ed,('59%' '41%'),81%,1%,7%,2%,9%,&lt; 1%,11%,71%
western wyoming community college,2500 College Dr Rock Springs WY 82901,(41.59141 -109.23457),$10871,$15911,315,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
westfield state university,577 Western Ave Westfield MA 01086,(42.131 -72.79436),$23336,$29416,802,('94%' '96%' '90%'),3629,('61%' '39%'),23%,Co-ed,('58%' '42%'),75%,1%,2%,5%,10%,&lt; 1%,13%,70%
westminster college missouri,501 Westminster Ave Fulton MO 65251,(38.84768 -91.95418),$43538,$43538,214,('97%' '97%' '95%'),1715,('42%' '58%'),13%,Co-ed,('39%' '61%'),76%,5%,2%,8%,4%,1%,14%,71%
westminster college pennsylvania,319 South Market  Street New Wilmington PA 16172,(41.11961 -80.33309),$49900,$49900,305,('82%' '83%' '80%'),2475,('51%' '49%'),15%,Co-ed,('48%' '52%'),77%,1%,1%,5%,2%,&lt; 1%,23%,69%
westminster university utah,1840 South 1300 East Salt Lake City UT 84105,(40.73 -111.8539),$49800,$49800,169,('76%' '77%' '73%'),1944,('59%' '41%'),11%,Co-ed,('63%' '37%'),82%,5%,3%,2%,11%,1%,9%,74%
westmont college,955 La Paz Rd Santa Barbara CA 93108,(34.45125 -119.6611),$64030,$64030,333,('79%' '79%' '77%'),2344,('65%' '35%'),18%,Co-ed,('64%' '36%'),82%,2%,7%,2%,18%,1%,10%,62%
westmoreland county community college,145 Pavilion Lane Youngwood PA 15697-1895,(40.23464 -79.56607),$9732,$13722,456,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,1%,3%,2%,&lt; 1%,5%,89%
wharton county junior college,911 Boling Hwy Wharton TX 77488,(29.32056 -96.07665),$8824,$10072,1034,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,13%,12%,45%,&lt; 1%,2%,29%
whatcom community college,237 W Kellogg Rd Bellingham WA 98226,(48.79461 -122.49448),$15518,$21122,464,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
wheaton college illinois,501 College Ave Wheaton IL 60187,(41.86726 -88.09927),$51920,$51920,546,('86%' '89%' '82%'),1993,('56%' '44%'),32%,Co-ed,('56%' '44%'),92%,3%,9%,3%,6%,&lt; 1%,6%,76%
wheaton college massachusetts,26 E Main St Norton MA 02766,(41.96743 -71.18476),$72850,$72850,493,('82%' '84%' '78%'),3704,('63%' '37%'),16%,Co-ed,('62%' '38%'),87%,11%,6%,6%,9%,&lt; 1%,6%,73%
wheeling university,316 Washington Ave Wheeling WV 26003,(40.07032 -80.68769),$40910,$40910,151,('78%' '80%' '76%'),1277,('36%' '64%'),15%,Co-ed,('28%' '72%'),68%,3%,3%,9%,3%,1%,9%,75%
white earth tribal and community college,2250 College Road Mahnomen MN 56557,(47.31831 -95.95365),$11851,$11851,10,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),27%,0%,&lt; 1%,&lt; 1%,4%,76%,11%,9%
white mountains community college,2020 Riverside Drive Berlin NH 03570,(44.50322 -71.15986),$7050,$15300,89,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,&lt; 1%,&lt; 1%,3%,1%,16%,79%
whitman college,345 Boyer Ave Walla Walla WA 99362,(46.0704 -118.32955),$69782,$69782,477,('59%' '61%' '54%'),5155,('59%' '41%'),16%,Co-ed,('51%' '49%'),90%,7%,6%,2%,8%,1%,12%,72%
whittier college,13406 E Philadelphia Street Whittier CA 90601,(33.97774 -118.03075),$64486,$64486,277,('82%' '84%' '80%'),2884,('52%' '48%'),12%,Co-ed,('50%' '50%'),76%,3%,7%,5%,51%,&lt; 1%,9%,27%
whitworth university,300 W Hawthorne Rd Spokane WA 99251,(47.75118 -117.41179),$60090,$60090,534,('91%' '92%' '90%'),3944,('61%' '39%'),15%,Co-ed,('56%' '44%'),82%,4%,6%,2%,10%,1%,9%,73%
wichita state university campus of applied sciences and technology,4004 N Webb Rd. Bldg 100 Wichita KS 67226,(37.75709 -97.22472),$5963,$6875,269,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,1%,5%,8%,21%,1%,9%,56%
wichita state university wsu,1845 N. Fairmount Wichita KS 67260,(37.71609 -97.29684),$21410,$30775,1814,('91%' '90%' '92%'),7291,('57%' '43%'),27%,Co-ed,('53%' '47%'),73%,8%,7%,7%,13%,1%,8%,64%
widener university,One University Place Chester PA 19013,(39.86157 -75.3543),$64514,$64514,608,('85%' '87%' '80%'),5719,('55%' '45%'),13%,Co-ed,('57%' '43%'),78%,3%,4%,13%,6%,&lt; 1%,7%,70%
wilberforce university,1055 N Bickett Rd Wilberforce OH 45384,(39.71015 -83.87921),$20250,$20250,150,('39%' '39%' '37%'),2531,('64%' '36%'),15%,Co-ed,('56%' '44%'),39%,0%,&lt; 1%,96%,&lt; 1%,&lt; 1%,1%,3%
wiley college,711 Wiley Ave Marshall TX 75670,(32.53817 -94.3754),$18500,$18500,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),39%,5%,&lt; 1%,82%,7%,1%,3%,7%
wilkes community college,1328 South Collegiate Dr Wilkesboro NC 28697,(36.1365 -81.18173),$2572,$8716,282,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,1%,2%,11%,&lt; 1%,4%,81%
wilkes university,84 West South Street Wilkes-Barre PA 18766,(41.24401 -75.89005),$55612,$55612,556,('95%' '95%' '93%'),4019,('52%' '48%'),15%,Co-ed,('54%' '46%'),76%,9%,3%,4%,7%,1%,9%,75%
willamette university,900 State St Salem OR 97301,(44.93744 -123.02886),$57714,$57714,260,('80%' '82%' '75%'),3680,('61%' '39%'),9%,Co-ed,('58%' '42%'),83%,8%,9%,2%,13%,1%,15%,61%
william carey university,710 William Carey Parkway Hattiesburg MS 39401,(31.30549 -89.2941),$21347,$21347,153,('57%' '53%' '64%'),470,('65%' '35%'),57%,Co-ed,('56%' '44%'),85%,2%,2%,28%,2%,&lt; 1%,2%,65%
william jewell college,500 College Hill Liberty MO 64068,(39.24559 -94.41084),$29170,$29170,222,('47%' '43%' '50%'),1402,('52%' '48%'),34%,Co-ed,('50%' '50%'),73%,4%,1%,5%,5%,&lt; 1%,6%,82%
william paterson university of new jersey,300 Pompton Rd Wayne NJ 07470,(40.94282 -74.19761),$27231,$35969,995,('83%' '85%' '79%'),9171,('60%' '40%'),13%,Co-ed,('56%' '44%'),70%,1%,7%,16%,31%,&lt; 1%,6%,40%
william peace university,15 E Peace St Raleigh NC 27604,(35.7887 -78.63705),$44490,$44490,128,('52%' '49%' '56%'),1223,('62%' '38%'),20%,Co-ed,('53%' '47%'),65%,0%,2%,27%,8%,1%,17%,45%
william penn university,201 Trueblood Ave Oskaloosa IA 52577,(41.30776 -92.64619),$34456,$34456,335,('58%' '63%' '54%'),1379,('33%' '67%'),42%,Co-ed,('37%' '63%'),53%,4%,2%,21%,9%,1%,6%,62%
william r moore college of technology,1200 Poplar  Ave Memphis TN 38104-7240,(35.14435 -90.02031),$8850,$8850,67,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,1%,48%,10%,&lt; 1%,5%,36%
william rainey harper college,1200 W Algonquin Rd Palatine IL 60067-7398,(42.0798 -88.07425),$9372,$11184,1619,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),74%,1%,14%,4%,30%,&lt; 1%,5%,47%
william woods university,One University Avenue Fulton MO 65251,(38.8605 -91.94888),$36920,$36920,123,('68%' '68%' '67%'),1426,('68%' '32%'),13%,Co-ed,('65%' '35%'),74%,4%,1%,5%,5%,1%,6%,82%
williams baptist university,60 W Fulbright Avenue Walnut Ridge AR 72476,(36.12506 -90.94022),$27120,$27120,187,('64%' '67%' '58%'),1181,('63%' '37%'),25%,Co-ed,('54%' '46%'),52%,5%,1%,12%,5%,&lt; 1%,5%,77%
williams college,995 Main Street Williamstown MA 01267,(42.71267 -73.20796),$74660,$74660,574,('9%' '8%' '9%'),12452,('54%' '46%'),52%,Co-ed,('54%' '46%'),99%,8%,13%,9%,14%,&lt; 1%,7%,56%
williamsburg technical college,601 Martin Luther King Jr Ave Kingstree SC 29556-4197,(33.65776 -79.81931),$4800,$8592,33,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,0%,&lt; 1%,61%,&lt; 1%,&lt; 1%,2%,37%
williamson college of the trades,106 South New Middletown Road Media PA 19063-5299,(39.90957 -75.41958),$33320,$33320,98,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),78%,0%,&lt; 1%,11%,9%,&lt; 1%,3%,77%
williston state college,1410 University Avenue Williston ND 58801,(48.15925 -103.61334),$14169,$14169,248,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,6%,2%,3%,9%,1%,9%,76%
wilmington college,1870 Quaker Way Wilmington OH 45177,(39.44302 -83.81627),$39370,$39370,226,('87%' '91%' '81%'),1524,('53%' '47%'),17%,Co-ed,('53%' '47%'),71%,1%,&lt; 1%,11%,2%,1%,8%,78%
wilmington university,320 Dupont Hwy New Castle DE 19720,(39.68236 -75.58657),$11760,$11760,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),58%,2%,3%,27%,8%,2%,10%,51%
wilson college,1015 Philadelphia Ave Chambersburg PA 17201,(39.94824 -77.6522),$38040,$38040,136,('93%' '94%' '89%'),673,('74%' '26%'),22%,Co-ed,('73%' '27%'),76%,4%,1%,6%,5%,&lt; 1%,18%,70%
wilson community college,902 Herring Ave Wilson NC 27893-3310,(35.73003 -77.89635),$2572,$8716,77,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,1%,1%,34%,16%,1%,8%,41%
windward community college,45-720 Keaahala Rd Kaneohe HI 96744-3528,(21.40952 -157.81002),$3194,$8330,137,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,18%,1%,17%,8%,43%,12%
wingate university,220 North Camden Road Wingate NC 28174,(34.98639 -80.44309),$50440,$50440,777,('85%' '86%' '80%'),17662,('64%' '36%'),5%,Co-ed,('57%' '43%'),64%,5%,2%,18%,5%,&lt; 1%,14%,60%
winona state university,175 West Mark Street Winona MN 55987,(44.04577 -91.64463),$19454,$25954,1098,('77%' '78%' '72%'),5335,('70%' '30%'),27%,Co-ed,('70%' '30%'),78%,3%,3%,3%,3%,&lt; 1%,4%,87%
winston salem state university,601 Martin Luther King Jr Dr Winston-Salem NC 27110,(36.08868 -80.2268),$17687,$28343,912,('81%' '84%' '74%'),5419,('72%' '28%'),21%,Co-ed,('77%' '23%'),77%,2%,1%,73%,4%,1%,6%,16%
winthrop university,701 Oakland Ave Rock Hill SC 29733,(34.93856 -81.02862),$26046,$40376,818,('64%' '63%' '64%'),5582,('69%' '31%'),23%,Co-ed,('69%' '31%'),75%,1%,2%,30%,5%,&lt; 1%,4%,59%
wiregrass georgia technical college,4089 Val Tech Rd Valdosta GA 31602-0929,(30.89199 -83.35789),$3152,$5552,101,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,1%,34%,15%,1%,3%,47%
wisconsin lutheran college,8800 W Bluemound Rd Milwaukee WI 53226,(43.03601 -88.02258),$43816,$43816,274,('98%' '98%' '97%'),1363,('41%' '59%'),21%,Co-ed,('60%' '40%'),79%,1%,2%,5%,6%,1%,3%,83%
wittenberg university,Ward St at N Wittenberg Ave Springfield OH 45504,(39.92811 -83.81397),$53334,$53334,358,('92%' '92%' '92%'),3272,('55%' '45%'),12%,Co-ed,('50%' '50%'),70%,1%,1%,10%,4%,&lt; 1%,7%,77%
wofford college,429 N Church St Spartanburg SC 29303,(34.95736 -81.9376),$63895,$63895,459,('52%' '54%' '50%'),4351,('54%' '46%'),20%,Co-ed,('48%' '52%'),88%,2%,3%,8%,4%,&lt; 1%,4%,81%
woodbury university,7500 Glenoaks Blvd Burbank CA 91504,(34.20861 -118.34126),$57314,$57314,116,('63%' '65%' '59%'),1450,('60%' '40%'),13%,Co-ed,('60%' '40%'),77%,20%,11%,4%,39%,&lt; 1%,5%,41%
wor wic community college,32000 Campus Drive Salisbury MD 21804-7131,(38.37355 -75.50248),$6720,$8280,192,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,1%,3%,25%,6%,&lt; 1%,6%,60%
worcester polytechnic institute wpi,100 Institute Road Worcester MA 01609,(42.27333 -71.80729),$71871,$71871,1410,('60%' '76%' '53%'),11092,('28%' '72%'),21%,Co-ed,('43%' '57%'),96%,12%,4%,3%,10%,&lt; 1%,14%,68%
worcester state university,486 Chandler St Worcester MA 01602,(42.27012 -71.84284),$23154,$29234,756,('89%' '89%' '88%'),3446,('65%' '35%'),25%,Co-ed,('59%' '41%'),79%,1%,5%,9%,12%,&lt; 1%,11%,64%
world mission university,500 Shatto Pl Ste 600 Los Angeles CA 90020,(34.06487 -118.28991),$6440,$6440,7,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),47%,38%,78%,&lt; 1%,22%,&lt; 1%,&lt; 1%,&lt; 1%
worsham college of mortuary science,495 Northgate Pkwy Wheeling IL 60090-2646,(42.14804 -87.9272),$23650,$23650,19,('78%' '86%' '60%'),32,('68%' '32%'),76%,Co-ed,('78%' '22%'),89%,0%,1%,17%,16%,&lt; 1%,3%,63%
wright state university,3640 Colonel Glenn Highway Dayton OH 45435,(39.7793 -84.0533),$22390,$31808,1132,('96%' '96%' '94%'),6338,('60%' '40%'),19%,Co-ed,('57%' '43%'),64%,3%,3%,11%,4%,&lt; 1%,6%,76%
wright state university lake campus,7600 Lake Campus Drive Celina OH 45822,(40.54719 -84.50768),$18268,$27686,266,('98%' '98%' '98%'),629,('53%' '47%'),43%,Co-ed,('52%' '48%'),63%,1%,1%,4%,3%,&lt; 1%,3%,89%
wytheville community college,1000 E Main Street Wytheville VA 24382-3308,(36.95349 -81.07296),$4725,$10728,247,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,&lt; 1%,3%,5%,&lt; 1%,4%,86%
xavier university,3800 Victory Parkway Cincinnati OH 45207,(39.1485 -84.47715),$56040,$56040,1185,('84%' '84%' '83%'),15199,('56%' '44%'),9%,Co-ed,('56%' '44%'),84%,3%,3%,10%,6%,&lt; 1%,6%,75%
xavier university of louisiana,1 Drexel Drive New Orleans LA 70125,(29.96358 -90.10698),$36700,$36700,989,('95%' '96%' '93%'),6575,('77%' '23%'),16%,Co-ed,('77%' '23%'),75%,2%,9%,78%,3%,&lt; 1%,7%,3%
yakima valley college,South 16th Ave. &amp; Nob Hill Blvd. Yakima WA 98907,(46.58526 -120.53036),$13367,$13836,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
yale university,Woodbridge Hall New Haven CT 06520,(38.89037 -77.03196),$77750,$77750,1786,('5%' '4%' '5%'),47240,('56%' '44%'),71%,Co-ed,('55%' '45%'),99%,17%,19%,8%,14%,1%,10%,49%
yavapai college,1100 E Sheldon St Prescott AZ 86301,(34.54507 -112.45564),$12978,$19710,500,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,1%,1%,20%,2%,11%,65%
yellowstone christian college,1515 S. Shiloh Road Billings MT 59106-3303,(45.74177 -108.61737),$25450,$25450,5,('70%' '71%' '68%'),53,('39%' '61%'),14%,Co-ed,('40%' '60%'),n/a,n/a
yeshiva college of the nations capital,1216 Arcola Ave Silver  Spring MD 20902,(39.04214 -77.03034),$21600,$21600,11,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva d monsey rabbinical college,2 Roman Blvd Monsey NY 10952,(41.11542 -74.06601),$12500,$12500,20,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva derech chaim,1573 39th Street Brooklyn NY 11218-0000,(40.63678 -73.97994),$16900,$16900,27,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),75%,8%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva gedolah imrei yosef dpinka,1466 56th St Brooklyn NY 11219,(40.62875 -73.9923),$10500,$10500,38,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),82%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva gedolah of greater detroit,24600 Greenfield Rd Oak Park MI 48237,(42.47221 -83.20039),$13600,$13600,19,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva karlin stolin,1818 54th St Brooklyn NY 11204-1545,(40.62511 -73.98327),$15400,$15400,43,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva of far rockaway derech ayson rabbinical seminary,802 Hicksville Rd Far Rockaway NY 11691-5219,(40.6002 -73.74386),$18750,$18750,22,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva of nitra rabbinical college,1425 Route 17 M Chester NY 10918,(41.35399 -74.2574),$19500,$19500,42,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),88%,2%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva of the telshe alumni,4904 Independence Ave Riverdale NY 10471-2897,(40.89806 -73.91129),$16700,$16700,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
yeshiva ohr elchonon chabad west coast talmudical seminary,7215 Waring Ave Los Angeles CA 90046-7660,(34.08526 -118.34666),$23800,$23800,56,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),88%,2%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva shaar hatorah,117-06 84 Ave Kew Gardens NY 11418,(40.70399 -73.83435),$19960,$19960,26,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),96%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshiva university,500 W 185th St New York NY 10033,(40.85076 -73.92978),$60500,$60500,496,('63%' '60%' '64%'),1410,('47%' '53%'),56%,Co-ed,('44%' '56%'),87%,5%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,1%,98%
yeshivah gedolah rabbinical college,1140 Alton Rd Miami Beach FL 33139,(25.78242 -80.14095),$16800,$16800,5,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),22%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshivath beth moshe,930 Hickory St Scranton PA 18505-2196,(41.39505 -75.65615),$13200,$13200,16,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),78%,3%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshivath viznitz,15 Elyon Road Monsey NY 10952,(41.11481 -74.06998),$12096,$12096,227,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),96%,2%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
yeshivath zichron moshe,Laurel Park Road South Fallsburg NY 12779,(41.72921 -74.62095),$17600,$17600,10,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),83%,7%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
york college,1125 E 8th St York NE 68467,(40.86959 -97.5788),$28450,$28450,112,('62%' '62%' '60%'),479,('48%' '52%'),38%,Co-ed,('46%' '54%'),52%,3%,2%,16%,19%,1%,3%,60%
york college of pennsylvania,441 Country Club Rd York PA 17403,(39.94765 -76.72824),$34400,$34400,738,('78%' '77%' '77%'),5584,('61%' '39%'),17%,Co-ed,('57%' '43%'),77%,1%,2%,5%,6%,&lt; 1%,7%,80%
york county community college,112 College Drive Wells ME 04090,(43.3102 -70.59658),$3866,$6746,133,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),52%,0%,2%,2%,2%,&lt; 1%,6%,87%
york technical college,452 S Anderson Rd Rock Hill SC 29730,(34.93594 -80.99659),$5410,$10354,615,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,2%,22%,9%,1%,8%,58%
young harris college,1 College Street Young Harris GA 30582,(34.9333 -83.84719),$41664,$41664,304,('75%' '79%' '69%'),1850,('57%' '43%'),22%,Co-ed,('50%' '50%'),76%,6%,1%,7%,4%,&lt; 1%,17%,70%
youngstown state university,One University Plaza Youngstown OH 44555,(41.10664 -80.64647),$19796,$20156,1627,('78%' '78%' '77%'),6718,('60%' '40%'),31%,Co-ed,('54%' '46%'),76%,3%,1%,11%,4%,&lt; 1%,8%,76%
yuba college,2088 N Beale Rd Marysville CA 95901,(39.12804 -121.5397),$1128,$7488,311,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),38%,0%,17%,3%,39%,1%,10%,30%
zane state college,1555 Newark Rd Zanesville OH 43701-2626,(39.96116 -82.03369),$5556,$10866,192,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
