Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students
kings college london,n/a,n/a,unknown,unknown,,n/a,n/a,n/a,n/a,n/a,('n/a' 'n/a'),n/a,n/a
miami international university of art and design art institute dallas,8080 Park Lane Suite 100 Dallas TX 75231-5993,(32.87193 -96.76765),$19354,$19354,24,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),35%,3%,2%,29%,26%,1%,7%,34%
miami university,501 East High St Oxford OH 45056,(39.50949 -84.73391),$31784,$52459,4519,('89%' '87%' '89%'),29990,('55%' '45%'),17%,Co-ed,('52%' '48%'),92%,14%,5%,4%,5%,&lt; 1%,5%,81%
miami university hamilton,1601 University Blvd Hamilton OH 45011,(39.3789 -84.56267),$6769,$17675,396,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,5%,3%,9%,4%,&lt; 1%,8%,76%
miami university middletown,4200 E University Blvd Middletown OH 45042,(39.52682 -84.35591),$6769,$17675,166,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,14%,2%,5%,3%,&lt; 1%,8%,81%
miat college of technology,2955 S Haggerty Canton MI 48188,(42.28582 -83.44569),$14513,$14513,n/a,('100%' '100%' '99%'),577,('8%' '92%'),66%,Enrolled women:,('93%' ''),66%,0%,3%,16%,24%,1%,15%,40%
michigan state university,220 Trowbridge Rd East Lansing MI 48824,(42.71963 -84.49079),$25426,$51238,9225,('83%' '85%' '80%'),50630,('53%' '47%'),22%,Co-ed,('53%' '47%'),92%,12%,6%,8%,5%,&lt; 1%,4%,76%
michigan technological university michigan tech,1400 Townsend Drive Houghton MI 49931,(47.11901 -88.55142),$28621,$49767,1479,('86%' '85%' '86%'),8041,('38%' '62%'),21%,Co-ed,('27%' '73%'),84%,3%,2%,1%,2%,&lt; 1%,5%,90%
mid america christian university,3500 SW 119th St Oklahoma City OK 73170,(35.3482 -97.57835),$27350,$27350,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),60%,3%,1%,17%,27%,3%,11%,42%
mid america college of funeral service,3111 Hamburg Pke Jeffersonville IN 47130,(38.31204 -85.74448),$16960,$16960,43,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),22%,0%,&lt; 1%,13%,&lt; 1%,&lt; 1%,36%,51%
mid atlantic christian university,715 N Poindexter St Elizabeth City NC 27909,(36.30434 -76.21684),$25690,$25690,42,('48%' '42%' '50%'),250,('31%' '69%'),35%,Co-ed,('26%' '74%'),65%,1%,1%,21%,7%,1%,2%,70%
mid michigan college,1375 S Clare Ave Harrison MI 48625-9447,(43.97024 -84.76784),$7626,$7626,263,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,0%,1%,3%,5%,1%,6%,84%
mid plains community college,1101 Halligan Drive North Platte NE 69101,(41.111 -100.74923),$10230,$11130,238,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,2%,&lt; 1%,2%,9%,1%,3%,85%
mid state technical college,500 32nd St N Wisconsin Rapids WI 54494,(44.39246 -89.78682),$4417,$6351,181,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,3%,2%,4%,1%,5%,85%
midamerica nazarene university,2030 E College Way Olathe KS 66062,(38.87425 -94.78419),$43402,$43402,208,('65%' '63%' '65%'),1092,('44%' '56%'),29%,Co-ed,('34%' '66%'),67%,0%,3%,13%,7%,1%,15%,62%
middle georgia state university,100 University Parkway Macon GA 31206,(32.80704 -83.7317),$12622,$19969,1034,('99%' '99%' '99%'),2434,('53%' '47%'),43%,Co-ed,('46%' '54%'),64%,1%,3%,33%,5%,&lt; 1%,4%,55%
middle tennessee state university mtsu,1301 East Main Street Murfreesboro TN 37132,(35.848547 -86.364707),$18808,$37840,2752,('68%' '68%' '68%'),11244,('56%' '44%'),36%,Co-ed,('52%' '48%'),76%,4%,3%,21%,5%,&lt; 1%,4%,66%
middlebury college,Old Chapel Middlebury VT 05753,(44.00903 -73.17631),$76820,$76820,680,('13%' '12%' '14%'),11906,('56%' '44%'),42%,Co-ed,('52%' '48%'),96%,11%,6%,4%,10%,&lt; 1%,11%,69%
middlesex college,2600 Woodbridge Avenue Edison NJ 08837,(40.50995 -74.36608),$7992,$7992,1617,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,3%,17%,12%,34%,1%,9%,27%
middlesex community college connecticut,100 Training Hill Rd Middletown CT 06457-4829,(41.53803 -72.6104),$4476,$13428,371,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,4%,9%,21%,&lt; 1%,5%,61%
middlesex community college massachusetts,591 Springs Rd Bedford MA 01730-9124,(42.52494 -71.27598),$6048,$12120,572,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,2%,15%,9%,18%,&lt; 1%,4%,54%
midland college,3600 N Garfield Midland TX 79705,(32.02556 -102.10901),$10020,$11280,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),n/a,n/a
midland university,900 N. Clarkson Fremont NE 68025,(41.43737 -96.49069),$46320,$46320,341,('64%' '56%' '71%'),1691,('53%' '47%'),32%,Co-ed,('47%' '53%'),60%,1%,3%,5%,9%,&lt; 1%,33%,49%
midlands technical college,1260 Lexington Drive West Columbia SC 29170-2176,(33.9521 -81.11582),$5916,$13812,1295,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),49%,0%,2%,34%,7%,&lt; 1%,11%,45%
midway university,512 E. Stephens St Midway KY 40347,(38.14481 -84.67985),$33450,$33450,237,('78%' '77%' '78%'),1002,('63%' '37%'),30%,Co-ed,('66%' '34%'),74%,5%,1%,8%,5%,&lt; 1%,6%,79%
midwestern baptist theological seminary,5001 N. Oak Trafficway Kansas City MO 64118-4697,(39.18545 -94.57662),$20542,$20542,82,('98%' '100%' '96%'),212,('36%' '64%'),80%,Co-ed,('38%' '62%'),78%,9%,10%,4%,6%,1%,12%,67%
midwestern state university,3410 Taft Blvd Wichita Falls TX 76308,(33.87691 -98.51842),$19734,$21684,755,('95%' '95%' '93%'),3881,('64%' '36%'),21%,Co-ed,('61%' '39%'),65%,9%,4%,16%,21%,1%,5%,54%
mildred elley school albany campus,855 Central Ave Albany NY 12206-1513,(42.68113 -73.78884),$13873,$13873,68,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),69%,0%,1%,29%,6%,1%,30%,32%
miles college,5500 Myron Massey Blvd Fairfield AL 35064,(33.48073 -86.90804),$20062,$20062,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),54%,0%,&lt; 1%,92%,1%,&lt; 1%,5%,2%
miles community college,2715 Dickinson Street Miles City MT 59301-4774,(46.40596 -105.82534),$13620,$17370,115,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,&lt; 1%,2%,4%,6%,6%,82%
millersville university,1 South George Street Lyle Hall Millersville PA 17551,(39.99773 -76.35422),$25606,$35576,1225,('96%' '97%' '95%'),6087,('58%' '42%'),21%,Co-ed,('58%' '42%'),75%,1%,3%,9%,11%,&lt; 1%,3%,74%
milligan university,1 Blowers Blvd. Milligan College TN 37682,(36.30155 -82.29498),$43640,$43640,176,('60%' '56%' '65%'),860,('60%' '40%'),34%,Co-ed,('47%' '53%'),71%,4%,2%,4%,4%,&lt; 1%,4%,85%
millikin university,1184 W Main St Decatur IL 62522,(39.84109 -88.97459),$52282,$52282,409,('75%' '78%' '71%'),3047,('53%' '47%'),18%,Co-ed,('48%' '52%'),78%,4%,2%,15%,7%,&lt; 1%,6%,71%
mills college northeastern university,5000 MacArthur Blvd Oakland CA 94613,(37.78218 -122.18777),$45319,$45319,39,('80%' '83%' '4%'),847,('94%' '6%'),6%,Co-ed,('100%' '0%'),75%,1%,9%,9%,29%,1%,11%,41%
millsaps college,1701 N State St Jackson MS 39210,(32.32276 -90.18038),$57170,$57170,201,('68%' '68%' '67%'),2220,('53%' '47%'),13%,Co-ed,('45%' '55%'),79%,4%,4%,22%,5%,1%,3%,64%
milwaukee area technical college,700 W State St Milwaukee WI 53233-1443,(43.0434 -87.92125),$12632,$14747,899,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),46%,0%,6%,28%,19%,1%,10%,37%
milwaukee institute of art and design,273 E Erie St Milwaukee WI 53202,(43.03115 -87.90772),$49050,$49050,221,('68%' '67%' '70%'),933,('77%' '23%'),35%,Co-ed,('81%' '19%'),80%,0%,4%,7%,14%,&lt; 1%,6%,68%
milwaukee school of engineering msoe,1025 N Broadway Milwaukee WI 53202,(43.04415 -87.90841),$57146,$57146,650,('67%' '63%' '68%'),4522,('33%' '67%'),22%,Co-ed,('22%' '78%'),87%,10%,5%,2%,6%,&lt; 1%,12%,74%
mineral area college,5270 Flat River Road Park Hills MO 63601-1000,(37.85102 -90.51255),$10800,$12360,495,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,2%,1%,2%,3%,&lt; 1%,5%,90%
minneapolis college of art and design,2501 Stevens Ave Minneapolis MN 55404,(44.95679 -93.27529),$50174,$50174,163,('66%' '66%' '62%'),638,('71%' '29%'),39%,Co-ed,('71%' '29%'),86%,3%,9%,6%,8%,2%,9%,67%
minneapolis community and technical college,1501 Hennepin Ave Minneapolis MN 55403-1779,(44.97196 -93.28408),$5906,$5906,375,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,2%,6%,32%,13%,1%,9%,38%
minnesota north college hibbing,1515 East 25th Street Hibbing MN 55746,(47.42047 -92.92091),$11848,$13146,146,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,1%,1%,6%,4%,1%,5%,83%
minnesota north college itasca,1851 East Highway 169 Grand Rapids MN 55744-3397,(47.24302 -93.49674),$13932,$15230,170,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),51%,1%,&lt; 1%,10%,5%,1%,7%,77%
minnesota north college mesabi range virginia,1001 Chestnut Street West Virginia MN 55792,(47.52325 -92.54913),$5788,$7086,157,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,&lt; 1%,10%,4%,3%,12%,71%
minnesota north college rainy river,1501 Highway 71 International Falls MN 56649-2160,(48.58986 -93.43615),$11388,$12686,47,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),39%,6%,&lt; 1%,13%,18%,3%,9%,58%
minnesota state college southeast,1250 Homer Rd Winona MN 55987,(44.02423 -91.62042),$6562,$6562,148,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,1%,3%,5%,1%,7%,83%
minnesota state community and technical college,1414 College Way Fergus Falls MN 56537-1000,(46.2872 -96.10021),$12586,$12586,549,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,2%,8%,5%,1%,8%,76%
minnesota state university mankato,South Rd and Ellis Ave Mankato MN 56001,(44.14626 -93.99935),$19344,$28398,2113,('69%' '69%' '68%'),9859,('57%' '43%'),31%,Co-ed,('56%' '44%'),74%,9%,4%,6%,5%,&lt; 1%,6%,79%
minnesota state university moorhead,1104 Seventh Avenue South Moorhead MN 56563,(46.86719 -96.76256),$19298,$27394,613,('72%' '74%' '66%'),3143,('62%' '38%'),27%,Co-ed,('67%' '33%'),72%,7%,2%,4%,4%,1%,6%,84%
minnesota west community and technical college,1593 11th Ave Granite Falls MN 56241,(44.808 -95.55985),$12786,$18436,280,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,1%,2%,6%,9%,1%,6%,76%
minot state university,500 University Ave W Minot ND 58707,(48.24521 -101.30165),$15056,$15056,374,('88%' '89%' '87%'),551,('54%' '46%'),77%,Co-ed,('56%' '44%'),70%,8%,2%,7%,8%,2%,7%,74%
miracosta college,One Barnard Drive Oceanside CA 92056-3899,(33.1897 -117.30091),$1152,$8520,1039,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),100%,1%,7%,4%,39%,1%,10%,39%
mirrer yeshiva cent institute,1791-5 Ocean Parkway Brooklyn NY 11223-2010,(40.60515 -73.96658),$18287,$18287,37,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),81%,8%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
misericordia university,301 Lake St Dallas PA 18612,(41.34397 -75.97369),$50460,$50460,361,('89%' '88%' '90%'),2184,('60%' '40%'),19%,Co-ed,('60%' '40%'),79%,0%,1%,3%,3%,&lt; 1%,7%,85%
mission college,3000 Mission College Blvd Santa Clara CA 95054-1897,(37.38976 -121.98582),$1204,$8572,276,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),79%,1%,40%,4%,33%,1%,8%,15%
mississippi college,200 South Capitol Street Clinton MS 39058,(32.33816 -90.33176),$32044,$32044,435,('49%' '47%' '51%'),2339,('62%' '38%'),38%,Co-ed,('58%' '42%'),80%,5%,2%,20%,3%,1%,1%,73%
mississippi delta community college,Hwy 3 and Cherry St Moorhead MS 38761,(33.44568 -90.50559),$7340,$9540,451,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,&lt; 1%,66%,2%,&lt; 1%,3%,28%
mississippi gulf coast community college,51 Main Street Perkinston MS 39573,(30.78273 -89.13786),$9050,$12350,1567,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,0%,2%,23%,6%,&lt; 1%,14%,55%
mississippi state university msu,Lee Boulevard Mississippi State MS 39762,(33.45519 -88.78664),$19850,$35530,3388,('76%' '75%' '77%'),17707,('58%' '42%'),25%,Co-ed,('52%' '48%'),80%,1%,1%,21%,3%,1%,2%,72%
mississippi university for women,1100 College Street Columbus MS 39701,(33.49497 -88.42049),$15664,$15664,171,('99%' '99%' '97%'),422,('88%' '12%'),41%,Co-ed,('85%' '15%'),63%,3%,2%,37%,&lt; 1%,1%,&lt; 1%,60%
mississippi valley state university,14000 Highway 82 West Itta Bena MS 38941,(33.50905 -90.33766),$15180,$15180,199,('79%' '80%' '75%'),3155,('59%' '41%'),8%,Co-ed,('52%' '48%'),62%,0%,1%,90%,1%,&lt; 1%,6%,2%
missouri baptist university,One College Park Dr Saint Louis MO 63141,(38.64239 -90.46334),$41588,$41588,236,('62%' '60%' '63%'),699,('49%' '51%'),55%,Co-ed,('43%' '57%'),66%,1%,2%,7%,1%,1%,29%,61%
missouri southern state university,3950 E. Newman Road Joplin MO 64801,(37.09801 -94.45992),$14922,$22514,578,('97%' '96%' '96%'),1695,('61%' '39%'),35%,Co-ed,('57%' '43%'),61%,3%,2%,7%,7%,3%,5%,76%
missouri state university springfield,901 S National Avenue Springfield MO 65897,(37.198 -93.27618),$17730,$25934,2562,('94%' '94%' '92%'),9726,('65%' '35%'),28%,Co-ed,('62%' '38%'),78%,4%,2%,4%,4%,1%,5%,84%
missouri state university west plains,128 Garfield Avenue West Plains MO 65775-2715,(36.72868 -91.85622),$11414,$15494,267,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,1%,1%,2%,3%,1%,6%,88%
missouri university of science technology missouri s t,1201 N. State St. Rolla MO 65409,(37.95385 -91.77516),$21841,$40125,1188,('85%' '84%' '85%'),5533,('30%' '70%'),25%,Co-ed,('23%' '77%'),83%,4%,4%,3%,4%,&lt; 1%,5%,83%
missouri valley college,500 E College St Marshall MO 65340,(39.10888 -93.19024),$32000,$32000,549,('66%' '58%' '68%'),2342,('30%' '70%'),36%,Co-ed,('27%' '73%'),44%,12%,2%,16%,10%,1%,6%,65%
missouri western state university,4525 Downs Dr Saint Joseph MO 64507,(39.75797 -94.78228),$19075,$25600,613,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,1%,2%,9%,2%,&lt; 1%,7%,80%
mitchell college,437 Pequot Avenue New London CT 06320,(41.32876 -72.09282),$49960,$49960,109,('78%' '80%' '75%'),1231,('50%' '50%'),11%,Co-ed,('35%' '65%'),60%,0%,2%,13%,14%,1%,21%,49%
mitchell community college,500 W Broad Street Statesville NC 28677,(35.78363 -80.8926),$2651,$8795,240,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,0%,3%,10%,13%,1%,5%,69%
mitchell technical college,1800 E. Spruce Street Mitchell SD 57301,(43.68761 -98.00921),$7524,$7524,418,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),78%,0%,1%,&lt; 1%,4%,3%,3%,89%
moberly area community college,101 College Ave Moberly MO 65270-1304,(39.41805 -92.45495),$11550,$13260,855,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,2%,7%,7%,1%,5%,78%
modern college of design,1725 E David Rd Kettering OH 45440,(39.68102 -84.1342),$31007,$31007,37,('99%' '99%' '100%'),291,('75%' '25%'),24%,Co-ed,('75%' '25%'),n/a,n/a
modesto junior college,435 College Ave Modesto CA 95350-5800,(37.65129 -121.00745),$10464,$17832,1413,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
mohave community college,1971 Jagerson Ave Kingman AZ 86409-1238,(35.26796 -114.04352),$2136,$7008,110,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,1%,2%,1%,26%,2%,4%,63%
mohawk valley community college,1101 Sherman Dr Utica NY 13501-5394,(43.07693 -75.21973),$16856,$19154,852,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,1%,6%,8%,8%,&lt; 1%,5%,73%
molloy university,1000 Hempstead Ave Rockville Centre NY 11571,(40.68639 -73.62477),$50820,$50820,541,('79%' '79%' '78%'),5108,('72%' '28%'),13%,Co-ed,('72%' '28%'),89%,0%,7%,8%,15%,&lt; 1%,3%,67%
monmouth college illinois,700 E Broadway Monmouth IL 61462,(40.912245 -90.640752),$51780,$51780,179,('66%' '70%' '61%'),2526,('42%' '58%'),11%,Co-ed,('44%' '56%'),73%,7%,1%,11%,11%,&lt; 1%,10%,66%
monmouth university new jersey,400 Cedar Ave West Long Branch NJ 07764,(40.28073 -74.00842),$56995,$56995,954,('84%' '87%' '76%'),8208,('62%' '38%'),14%,Co-ed,('65%' '35%'),81%,1%,3%,5%,13%,&lt; 1%,8%,70%
monroe college,2501 Jerome Avenue Bronx NY 10468,(40.86429 -73.89989),$27986,$27986,786,('39%' '33%' '46%'),3845,('58%' '42%'),59%,Co-ed,('52%' '48%'),73%,12%,6%,49%,40%,1%,&lt; 1%,4%
monroe community college,1000 E Henrietta Rd Rochester NY 14623,(43.10041 -77.61429),$13496,$18202,1551,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,1%,6%,19%,12%,1%,5%,57%
monroe county community college,1555 South Raisinville Road Monroe MI 48161-9746,(41.91815 -83.4682),$7055,$7760,226,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,0%,&lt; 1%,3%,3%,&lt; 1%,24%,69%
montana state university billings,1500 University Drive Billings MT 59101,(45.79744 -108.51913),$13978,$27308,402,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),54%,2%,1%,1%,6%,4%,5%,82%
montana state university msu,Montana State University Bozeman MT 59717,(45.6712 -111.04964),$17928,$38664,3874,('73%' '68%' '78%'),26741,('57%' '43%'),20%,Co-ed,('45%' '55%'),77%,4%,1%,1%,4%,1%,6%,87%
montana state university northern,300 W 11th St Havre MT 59501,(48.54362 -109.68629),$12425,$25135,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),66%,0%,1%,2%,4%,10%,9%,74%
montana tech of the university of montana montana tech,1300 W Park St Butte MT 59701,(46.01237 -112.55691),$18058,$33228,325,('90%' '92%' '87%'),1594,('42%' '58%'),23%,Co-ed,('40%' '60%'),73%,13%,1%,1%,2%,2%,9%,85%
montcalm community college,2800 College Dr. Sidney MI 48885-9723,(43.25291 -85.10043),$7860,$12030,98,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),51%,0%,&lt; 1%,&lt; 1%,2%,&lt; 1%,48%,49%
montclair state university msu,1 Normal Avenue Montclair NJ 07043,(40.85724 -74.19846),$29686,$37806,3491,('91%' '92%' '87%'),18691,('62%' '38%'),21%,Co-ed,('61%' '39%'),79%,2%,6%,13%,28%,&lt; 1%,11%,42%
montefiore school of nursing,53 Valentine Street Mount Vernon NY 10550-2009,(40.91203 -73.84038),$12698,$12698,n/a,('15%' '16%' '8%'),196,('87%' '13%'),100%,Enrolled women:,('7%' ''),n/a,n/a
monterey peninsula college,980 Fremont St Monterey CA 93940-4799,(36.59426 -121.88528),$1178,$8138,453,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,7%,3%,47%,1%,9%,33%
montgomery college,51 Mannakee Street Rockville MD 20850,(39.09636 -77.15908),$10254,$14034,1486,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,10%,14%,29%,29%,&lt; 1%,4%,23%
montgomery community college,1011 Page St Troy NC 27371,(35.36567 -79.87143),$2538,$8682,24,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,1%,3%,16%,22%,1%,4%,56%
montgomery county community college,340 Dekalb Pike Blue Bell PA 19422-0796,(40.17605 -75.27694),$8640,$12960,953,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,6%,15%,10%,&lt; 1%,10%,59%
montreat college,310 Gaither Circle Montreat NC 28757,(35.64596 -82.29752),$39290,$39290,212,('90%' '92%' '86%'),1465,('57%' '43%'),16%,Co-ed,('41%' '59%'),60%,3%,1%,15%,6%,2%,8%,68%
montserrat college of art,23 Essex Street Beverly MA 01915,(42.55007 -70.87619),$50550,$50550,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),82%,0%,2%,2%,8%,&lt; 1%,46%,41%
moody bible institute,820 N LaSalle Blvd Chicago IL 60610-3284,(41.89732 -87.63275),$26435,$26435,154,('98%' '98%' '96%'),298,('50%' '50%'),57%,Co-ed,('46%' '54%'),73%,10%,5%,9%,9%,&lt; 1%,15%,63%
moore college of art and design,20th and the Parkway Philadelphia PA 19103,(39.97407 -75.81815),$63490,$63490,100,('58%' '58%' '0%'),1113,('100%' '0%'),15%,All-female,('100%' '0%'),72%,1%,4%,20%,8%,&lt; 1%,15%,54%
moorpark college,7075 Campus Rd Moorpark CA 93021-1695,(34.30144 -118.83219),$1344,$8092,1434,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),77%,0%,8%,2%,40%,&lt; 1%,9%,40%
moraine park technical college,235 N National Avenue Fond du Lac WI 54936-1940,(43.78582 -88.42183),$4568,$6683,293,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),78%,1%,1%,3%,7%,1%,5%,82%
moraine valley community college,9000 W. College Parkway Palos Hills IL 60465-0937,(41.69 -87.8374),$8118,$9414,1252,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,1%,3%,10%,27%,&lt; 1%,11%,49%
moravian university,1200 Main St Bethlehem PA 18018,(40.63018 -75.38161),$63201,$63201,449,('78%' '78%' '76%'),2789,('61%' '39%'),21%,Co-ed,('61%' '39%'),81%,6%,2%,5%,11%,&lt; 1%,9%,73%
morehead state university,University Blvd Morehead KY 40351,(38.18861883677 -83.430108466),$19502,$24146,1184,('90%' '90%' '88%'),6922,('67%' '33%'),19%,Co-ed,('63%' '37%'),74%,2%,1%,3%,2%,&lt; 1%,3%,91%
morehouse college,830 Westview Dr SW Atlanta GA 30314,(33.74659 -84.41527),$43740,$43740,629,('65%' '0%' '65%'),3777,('0%' '100%'),26%,All-male,('0%' '100%'),75%,1%,&lt; 1%,95%,1%,&lt; 1%,4%,&lt; 1%
morgan community college,920 Barlow Road Fort  Morgan CO 80701,(40.25794 -103.77287),$3852,$15274,45,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
morgan state university,1700 East Cold Spring Lane Baltimore MD 21251,(39.34582 -76.58593),$19902,$30373,2326,('87%' '89%' '83%'),15564,('66%' '34%'),17%,Co-ed,('62%' '38%'),72%,12%,1%,87%,4%,&lt; 1%,5%,2%
morningside university,1501 Morningside Ave Sioux City IA 51106,(42.47519 -96.35848),$45680,$45680,370,('74%' '74%' '73%'),3271,('56%' '44%'),15%,Co-ed,('47%' '53%'),71%,5%,1%,2%,8%,1%,8%,79%
morris college,100 West College Street Sumter SC 29150,(33.93808 -80.34467),$22466,$22466,,n/a,n/a,n/a,n/a,,('n/a' 'n/a'),50%,0%,&lt; 1%,97%,1%,&lt; 1%,2%,&lt; 1%
morrison institute of technology,701 Portland Ave Morrison IL 61270-2959,(41.79734 -89.96441),$23656,$23656,28,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),76%,0%,&lt; 1%,4%,7%,&lt; 1%,1%,88%
morton college,3801 S Central Ave Cicero IL 60804-4398,(41.82357 -87.76316),$9476,$11524,410,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,0%,1%,3%,84%,&lt; 1%,6%,5%
motlow state community college,6015 Ledford Mill Road Tullahoma TN 37388,(35.39029 -86.24404),$4416,$17232,1439,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,0%,2%,10%,9%,&lt; 1%,6%,72%
mott community college,1401 E Court St Flint MI 48503-2089,(43.01822 -83.67082),$5201,$7091,436,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,1%,13%,13%,1%,12%,60%
mount aloysius college,7373 Admiral Peary Hwy Cresson PA 16630,(40.45938 -78.60112),$36524,$36524,270,('92%' '91%' '93%'),1403,('59%' '41%'),21%,Co-ed,('68%' '32%'),72%,3%,1%,2%,1%,&lt; 1%,16%,81%
mount angel seminary,1 Abbey Drive Saint Benedict OR 97373,(45.05848 -122.77846),$41124,$41124,2,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),50%,8%,9%,2%,40%,&lt; 1%,4%,45%
mount carmel college of nursing,127 So.  Davis Ave Columbus OH 43222,(39.95646 -83.021),$21709,$21709,33,('52%' '51%' '55%'),136,('93%' '7%'),46%,Co-ed,('87%' '13%'),64%,0%,2%,10%,2%,&lt; 1%,4%,82%
mount holyoke college,50 College Street South Hadley MA 01075,(42.25762 -72.57623),$73098,$73098,608,('52%' '52%' '0%'),3971,('100%' '0%'),29%,All-female,('100%' '0%'),92%,28%,14%,7%,10%,&lt; 1%,7%,63%
mount marty university,1105 W. 8th Street Yankton SD 57078,(42.87621 -97.41016),$38534,$38534,190,('67%' '75%' '63%'),944,('30%' '70%'),30%,Co-ed,('36%' '64%'),71%,0%,2%,3%,5%,3%,1%,86%
mount mary university,2900 N. Menomonee River Pky Milwaukee WI 53222,(43.07215 -88.03506),$42400,$42400,190,('62%' '62%' '0%'),1193,('100%' '0%'),26%,Co-ed,('100%' '0%'),72%,2%,8%,20%,21%,&lt; 1%,4%,46%
mount mercy university,1330 Elmhurst Dr NE Cedar Rapids IA 52402,(42.00255 -91.65178),$46968,$46968,222,('81%' '83%' '76%'),1278,('66%' '34%'),21%,Co-ed,('59%' '41%'),67%,4%,2%,7%,1%,1%,6%,82%
mount saint joseph university,5701 Delhi Rd Cincinnati OH 45233,(39.09643 -84.63862),$43650,$43650,300,('63%' '56%' '68%'),2495,('44%' '56%'),19%,Co-ed,('50%' '50%'),72%,0%,1%,12%,1%,&lt; 1%,19%,67%
mount saint mary college,330 Powell Avenue Newburgh NY 12550,(41.51307 -74.01483),$53622,$53622,258,('91%' '92%' '87%'),2778,('69%' '31%'),10%,Co-ed,('65%' '35%'),85%,1%,3%,8%,18%,1%,13%,59%
