Name,Address,Geo Location,in state,out of state,First Year Students,Acceptance Rate (T/F/M),Total Applicants,Applicants Stats (F/M),Percent Accepted that Attend,Sex,Percent (F/M),Retention,International Students
kings college london,n/a,n/a,unknown,unknown,,n/a,n/a,n/a,n/a,n/a,('n/a' 'n/a'),n/a,n/a
los angeles southwest college,1600 W. Imperial Hwy. Los Angeles CA 90047-4899,(33.93075 -118.30473),$1238,$9012,137,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,3%,36%,49%,&lt; 1%,6%,6%
los angeles trade technical college,400 W Washington Blvd Los Angeles CA 90015-4181,(34.03317 -118.26959),$1238,$9012,465,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,1%,4%,13%,70%,&lt; 1%,5%,7%
los angeles valley college,5800 Fulton Avenue Valley Glen CA 91401-4096,(34.17577 -118.42232),$1196,$8970,682,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),73%,0%,7%,5%,52%,&lt; 1%,7%,29%
los medanos college,2700 East Leland Road Pittsburg CA 94565,(38.00784 -121.86198),$1312,$9012,790,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),72%,0%,12%,12%,43%,1%,11%,21%
louisburg college,501 N. Main St. Louisburg NC 27549-2399,(36.10478 -78.29691),$32428,$32428,384,('82%' '75%' '84%'),570,('34%' '66%'),86%,Co-ed,('33%' '67%'),47%,1%,1%,55%,2%,1%,20%,20%
louisiana christian university,1140 College Dr Pineville LA 71359,(31.32678 -92.42705),$24250,$24250,260,('76%' '84%' '70%'),941,('41%' '59%'),36%,Co-ed,('36%' '64%'),63%,3%,1%,28%,3%,1%,3%,64%
louisiana state university alexandria,8100 Hwy 71 South Alexandria LA 71302,(31.17864 -92.41806),$16385,$23524,410,('58%' '52%' '88%'),3174,('83%' '17%'),22%,Co-ed,('61%' '39%'),56%,2%,1%,18%,2%,9%,5%,65%
louisiana state university eunice,2048 Johnson Hwy Eunice LA 70535,(30.475933 -92.431668),$14662,$20026,663,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,0%,1%,23%,2%,1%,5%,68%
louisiana state university lsu,156 Thomas Boyd Hall Baton Rouge LA 70803,(30.5523 -91.19618),$25112,$41789,7045,('71%' '72%' '68%'),36561,('60%' '40%'),27%,Co-ed,('57%' '43%'),84%,2%,5%,13%,6%,&lt; 1%,3%,72%
louisiana state university shreveport,One University Place Shreveport LA 71115-2399,(32.43236 -93.70192),$16110,$29264,298,('91%' '91%' '89%'),885,('64%' '36%'),38%,Co-ed,('56%' '44%'),62%,4%,3%,23%,3%,1%,13%,56%
louisiana tech university la tech,1310 West Railroad Avenue Ruston LA 71272,(32.52905 -92.65399),$19275,$26016,1871,('66%' '62%' '69%'),7724,('52%' '48%'),37%,Co-ed,('41%' '59%'),79%,2%,1%,13%,4%,&lt; 1%,10%,71%
lourdes university,6832 Convent Blvd Sylvania OH 43560,(41.70959 -83.7078),$39272,$39272,177,('75%' '75%' '74%'),1147,('57%' '43%'),21%,Co-ed,('49%' '51%'),69%,1%,1%,12%,9%,&lt; 1%,7%,71%
lower columbia college,1600 Maple Street Longview WA 98632,(46.14126 -122.93817),$4182,$5403,275,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
loyola marymount university lmu,One Lmu Drive Los Angeles CA 90045,(33.96822 -118.42185),$68832,$68832,1610,('46%' '45%' '46%'),19045,('59%' '41%'),18%,Co-ed,('52%' '48%'),90%,10%,11%,7%,24%,&lt; 1%,8%,49%
loyola university chicago,1032 W. Sheridan Rd Chicago IL 60660,(41.99824 -87.65715),$62988,$62988,2867,('77%' '78%' '73%'),37824,('68%' '32%'),10%,Co-ed,('70%' '30%'),85%,5%,12%,6%,16%,&lt; 1%,9%,56%
loyola university maryland,4501 N Charles St Baltimore MD 21210,(39.34633 -76.62226),$69630,$69630,954,('84%' '85%' '82%'),9286,('59%' '41%'),12%,Co-ed,('54%' '46%'),88%,1%,4%,5%,10%,&lt; 1%,3%,78%
loyola university new orleans,6363 Saint Charles Ave New Orleans LA 70118,(29.93403 -90.12156),$57490,$57490,928,('78%' '79%' '76%'),7455,('69%' '31%'),16%,Co-ed,('67%' '33%'),85%,4%,3%,15%,16%,&lt; 1%,14%,51%
lubbock christian university,5601 19th Street Lubbock TX 79407,(33.57782 -101.93475),$33130,$33130,310,('95%' '95%' '94%'),893,('67%' '33%'),36%,Co-ed,('67%' '33%'),69%,2%,1%,5%,25%,1%,1%,68%
luna community college,336 Luna Drive Las Vegas NM 87701,(35.61738 -105.25363),$1442,$2714,120,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,&lt; 1%,2%,81%,2%,2%,12%
luther college,700 College Drive Decorah IA 52101,(43.31321 -91.79969),$57120,$57120,444,('76%' '79%' '73%'),2495,('43%' '57%'),23%,Co-ed,('51%' '49%'),84%,8%,2%,2%,5%,&lt; 1%,3%,88%
luther rice college and seminary,3038 Evans Mill Road Lithonia GA 30038-9869,(33.69752 -84.12337),$9088,$9088,n/a,('47%' '42%' '50%'),19,('36%' '64%'),67%,Enrolled women:,('67%' ''),n/a,n/a
luzerne county community college,521 Trailblazer Drive Nanticoke PA 18634,(41.19429 -75.99108),$10020,$14370,507,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,2%,6%,15%,1%,15%,61%
lycoming college,700 College Place Williamsport PA 17701,(41.24505 -77.00013),$57959,$57959,318,('75%' '76%' '72%'),2790,('59%' '41%'),15%,Co-ed,('52%' '48%'),75%,6%,1%,12%,11%,&lt; 1%,10%,66%
lynn university,3601 N. Military Trail Boca Raton FL 33431,(26.38467 -80.12129),$53620,$53620,797,('83%' '84%' '80%'),7194,('58%' '42%'),13%,Co-ed,('49%' '51%'),72%,16%,1%,13%,20%,&lt; 1%,13%,52%
lyon college,2300 Highland Road Batesville AR 72501,(35.77887 -91.62821),$41144,$41144,138,('27%' '29%' '26%'),2417,('31%' '69%'),21%,Co-ed,('34%' '66%'),71%,4%,2%,7%,8%,2%,7%,73%
macalester college,1600 Grand Ave Saint Paul MN 55105,(44.93994 -93.16789),$79890,$79890,552,('34%' '33%' '33%'),8434,('58%' '42%'),20%,Co-ed,('55%' '45%'),96%,16%,9%,7%,12%,&lt; 1%,10%,62%
machzikei hadath rabbinical college,5407 16th Ave Brooklyn NY 11204-1805,(40.62806 -73.98859),$12300,$12300,30,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),86%,1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
macomb community college,14500 E Twelve Mile Rd Warren MI 48088-3896,(42.50844 -82.9754),$5820,$7410,1308,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,6%,13%,4%,&lt; 1%,8%,69%
madison area technical college,1701 Wright Street Madison WI 53704-2599,(43.12242 -89.32785),$4600,$6769,654,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
madisonville community college,2000 College Drive Madisonville KY 42431,(37.36282 -87.51183),$4488,$15240,296,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),67%,0%,1%,5%,3%,&lt; 1%,7%,84%
madonna university,36600 Schoolcraft Rd Livonia MI 48150,(42.38244 -83.40391),$36790,$36790,253,('52%' '58%' '44%'),1219,('56%' '44%'),40%,Co-ed,('52%' '48%'),76%,16%,2%,14%,5%,&lt; 1%,10%,69%
magdalen college of the liberal arts,511 Kearsarge Mountain Road Warner NH 03278,(43.31387 -71.83191),$33000,$33000,15,('95%' '95%' '95%'),43,('51%' '49%'),37%,Co-ed,('46%' '54%'),73%,0%,3%,&lt; 1%,10%,&lt; 1%,&lt; 1%,87%
maharishi international university,1000 N 4th St Fairfield IA 52557,(41.01572 -91.96803),$23930,$23930,38,('95%' '92%' '100%'),58,('65%' '35%'),69%,Co-ed,('57%' '43%'),53%,5%,3%,9%,8%,1%,49%,31%
maine college of art,522 Congress St. Portland ME 04101,(43.65587 -70.26116),$52330,$52330,104,('72%' '72%' '71%'),666,('69%' '31%'),22%,Co-ed,('71%' '29%'),71%,1%,4%,3%,5%,&lt; 1%,8%,81%
maine college of health professions,70 Middle Street Lewiston ME 04240,(44.10076 -70.21786),$14911,$14911,6,('85%' '81%' '100%'),13,('84%' '16%'),100%,Co-ed,('81%' '19%'),n/a,n/a
maine maritime academy mma,1 Pleasant Street Castine ME 04420,(44.38691 -68.79768),$25248,$40168,207,('58%' '53%' '58%'),1109,('23%' '77%'),32%,Co-ed,('22%' '78%'),84%,0%,1%,1%,2%,1%,7%,88%
malone university,2600 Cleveland Avenue NW Canton OH 44709,(40.82639 -81.38496),$43800,$43800,222,('78%' '79%' '75%'),1593,('62%' '38%'),18%,Co-ed,('60%' '40%'),73%,1%,1%,10%,3%,&lt; 1%,7%,79%
manchester community college connecticut,Great Path Manchester CT 06040,(41.76233 -72.56694),$4516,$13468,568,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),58%,0%,6%,17%,24%,&lt; 1%,6%,46%
manchester community college new hampshire,1066 Front St Manchester NH 03102-8518,(43.01932 -71.48091),$7090,$15340,238,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,3%,6%,10%,&lt; 1%,11%,70%
manchester university,604 E. College Ave North Manchester IN 46962,(41.01021 -85.76159),$44874,$44874,307,('76%' '79%' '73%'),3035,('40%' '60%'),13%,Co-ed,('45%' '55%'),60%,4%,1%,8%,7%,&lt; 1%,7%,77%
mandl school the college of allied health,254 W 54th St New York NY 10019-5516,(40.76453 -73.98365),$15100,$15100,44,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),48%,0%,7%,43%,40%,&lt; 1%,2%,7%
manhattan area technical college,3136 Dickens Ave Manhattan KS 66503-2499,(39.19632 -96.61545),$7650,$7650,70,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),76%,0%,2%,5%,9%,1%,6%,77%
manhattan christian college,1415 Anderson Ave Manhattan KS 66502,(39.18611 -96.57917),$27155,$27155,42,('48%' '50%' '46%'),117,('44%' '56%'),75%,Co-ed,('47%' '53%'),51%,0%,1%,7%,9%,&lt; 1%,32%,52%
manhattan college,4513 Manhattan College Parkway Riverdale NY 10471,(40.88928 -73.90033),$65120,$65120,743,('75%' '78%' '70%'),10988,('57%' '43%'),9%,Co-ed,('49%' '51%'),82%,3%,6%,5%,22%,&lt; 1%,11%,56%
manhattan school of music,130 Claremont Avenue New York NY 10027,(40.81268 -73.96179),$67180,$67180,121,('49%' '48%' '49%'),1035,('51%' '49%'),24%,Co-ed,('47%' '53%'),89%,39%,9%,5%,4%,&lt; 1%,39%,44%
manhattanville college,2900 Purchase St Purchase NY 10577,(41.03045 -73.71282),$55190,$55190,228,('83%' '84%' '80%'),2971,('61%' '39%'),9%,Co-ed,('55%' '45%'),70%,7%,2%,10%,26%,&lt; 1%,15%,47%
manor college,700 Fox Chase Rd Jenkintown PA 19046-3399,(40.08918 -75.10482),$27246,$27246,105,('95%' '96%' '92%'),485,('71%' '29%'),26%,Co-ed,('71%' '29%'),64%,0%,4%,30%,12%,1%,10%,43%
mansfield university of pennsylvania,5 Swan Street Mansfield PA 16933,(41.80747 -77.07347),$20850,$23416,380,('94%' '96%' '91%'),2036,('64%' '36%'),20%,Co-ed,('57%' '43%'),71%,1%,1%,10%,4%,&lt; 1%,4%,81%
maranatha baptist university,745 West Main Street Watertown WI 53094,(43.19483 -88.73808),$26030,$26030,139,('80%' '82%' '76%'),264,('59%' '41%'),66%,Co-ed,('60%' '40%'),72%,1%,2%,2%,4%,&lt; 1%,5%,86%
maria college of albany,700 New Scotland Ave Albany NY 12208,(42.6579 -73.80552),$16035,$16035,14,('37%' '38%' '20%'),231,('91%' '9%'),27%,Co-ed,('95%' '5%'),100%,4%,4%,10%,5%,&lt; 1%,39%,42%
marian university indiana,3200 Cold Spring Rd Indianapolis IN 46222,(39.81358 -86.20226),$48260,$48260,574,('73%' '73%' '71%'),3151,('58%' '42%'),25%,Co-ed,('53%' '47%'),77%,1%,3%,13%,5%,&lt; 1%,7%,71%
marian university wisconsin,45 S National Ave Fond Du Lac WI 54935,(43.77741 -88.42197),$37050,$37050,220,('76%' '76%' '76%'),1062,('64%' '36%'),27%,Co-ed,('62%' '38%'),65%,1%,3%,6%,5%,1%,4%,82%
marietta college,Irvine Bldg Marietta OH 45750,(39.42393 -81.46119),$49228,$49228,328,('83%' '85%' '81%'),2200,('49%' '51%'),18%,Co-ed,('47%' '53%'),73%,16%,1%,5%,3%,&lt; 1%,14%,77%
marion military institute,1101 Washington St Marion AL 36756-3207,(32.62318 -87.31818),$14168,$20168,179,('45%' '27%' '61%'),904,('46%' '54%'),44%,Co-ed,('25%' '75%'),38%,0%,3%,21%,7%,2%,7%,60%
marion technical college,1467 Mount Vernon Ave Marion OH 43302-5694,(40.58106 -83.08954),$5625,$9505,96,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),62%,0%,1%,10%,1%,&lt; 1%,10%,78%
marist college,3399 North Rd Poughkeepsie NY 12601,(41.722523 -73.934048),$60060,$60060,1272,('60%' '59%' '60%'),11583,('61%' '39%'),18%,Co-ed,('58%' '42%'),87%,2%,3%,4%,10%,&lt; 1%,9%,74%
marquette university,1250 W Wisconsin Avenue Milwaukee WI 53233,(43.03871 -87.92796),$59906,$59906,1657,('86%' '87%' '84%'),16270,('56%' '44%'),12%,Co-ed,('57%' '43%'),87%,4%,7%,4%,12%,&lt; 1%,5%,71%
mars hill university,100 Athletic St Mars Hill NC 28754,(35.82741 -82.55284),$49869,$49869,302,('80%' '81%' '77%'),1713,('48%' '52%'),22%,Co-ed,('46%' '54%'),63%,5%,2%,19%,4%,2%,8%,66%
marshall university,1 John Marshall Dr Huntington WV 25755,(38.42264 -82.42901),$19936,$30990,1596,('98%' '98%' '97%'),5602,('59%' '41%'),29%,Co-ed,('58%' '42%'),72%,2%,1%,6%,2%,&lt; 1%,8%,82%
marshalltown community college,3700 S Center St Marshalltown IA 50158,(42.03981 -92.9128),$12820,$13228,254,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),57%,4%,4%,2%,22%,2%,11%,59%
martin community college,1161 Kehukee Pk Rd Williamston NC 27892-9988,(35.83683 -77.09691),$1915,$6523,37,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,0%,1%,40%,1%,&lt; 1%,8%,49%
martin luther college,1995 Luther Ct New Ulm MN 56073,(44.30509 -94.47346),$23590,$23590,151,('91%' '90%' '92%'),197,('50%' '50%'),84%,Co-ed,('50%' '50%'),85%,2%,1%,1%,1%,&lt; 1%,1%,96%
martin university,2186 North Sherman Drive Indianapolis IN 46218-0567,(39.79832 -86.1024),$13200,$13200,6,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),83%,0%,&lt; 1%,87%,&lt; 1%,&lt; 1%,9%,3%
mary baldwin university,318 Prospect Street Staunton VA 24401,(38.15483 -79.06928),$40870,$40870,358,('87%' '88%' '80%'),7188,('79%' '21%'),6%,Co-ed,('74%' '26%'),75%,2%,2%,20%,6%,1%,10%,60%
maryland institute college of art mica,1300 Mount Royal Avenue Baltimore MD 21217,(39.30753 -76.62109),$66810,$66810,311,('86%' '88%' '76%'),3066,('76%' '24%'),12%,Co-ed,('77%' '23%'),89%,21%,14%,9%,11%,&lt; 1%,14%,52%
marymount manhattan college,221 E 71st St New York NY 10021,(40.76855 -73.95987),$56790,$56790,454,('77%' '79%' '68%'),6799,('78%' '22%'),9%,Co-ed,('81%' '19%'),68%,4%,3%,9%,17%,&lt; 1%,11%,60%
marymount university,2807 N Glebe Rd Arlington VA 22207,(38.90571 -77.12894),$50736,$50736,331,('84%' '84%' '82%'),2375,('65%' '35%'),17%,Co-ed,('60%' '40%'),72%,16%,9%,17%,20%,&lt; 1%,11%,42%
maryville college,502 E Lamar Alexander Pky Maryville TN 37804,(35.75487 -83.96475),$49322,$49322,274,('68%' '69%' '67%'),2031,('54%' '46%'),20%,Co-ed,('49%' '51%'),68%,4%,2%,13%,4%,1%,6%,75%
maryville university,650 Maryville University Drive Saint Louis MO 63141,(38.64172 -90.50555),$39166,$39166,834,('92%' '91%' '90%'),3557,('63%' '37%'),26%,Co-ed,('65%' '35%'),86%,4%,3%,10%,4%,&lt; 1%,9%,73%
marywood university,2300 Adams Ave Scranton PA 18509,(41.43325 -75.63738),$51622,$51622,456,('82%' '85%' '74%'),2541,('69%' '31%'),22%,Co-ed,('69%' '31%'),86%,1%,2%,3%,7%,&lt; 1%,14%,74%
massachusetts bay community college,50 Oakland St Wellesley Hills MA 02481-5399,(42.31235 -71.26402),$5376,$10320,407,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),53%,2%,6%,15%,23%,&lt; 1%,8%,47%
massachusetts college of art and design,621 Huntington Ave Boston MA 02115,(42.33623 -71.09969),$29000,$54600,387,('79%' '81%' '69%'),2433,('74%' '26%'),20%,Co-ed,('74%' '26%'),86%,4%,8%,4%,10%,&lt; 1%,20%,57%
massachusetts college of liberal arts,375 Church Street North Adams MA 01247,(42.69141 -73.10305),$23590,$32535,167,('91%' '93%' '87%'),1371,('61%' '39%'),13%,Co-ed,('53%' '47%'),70%,1%,2%,7%,8%,&lt; 1%,12%,70%
massachusetts college of pharmacy and health sciences mcphs,179 Longwood Ave Boston MA 02115,(42.3364 -71.10151),$54750,$54750,737,('98%' '97%' '96%'),4846,('80%' '20%'),16%,Co-ed,('75%' '25%'),80%,15%,25%,9%,8%,&lt; 1%,12%,46%
massachusetts institute of technology mit,77 Massachusetts Avenue Cambridge MA 02139,(42.35896 -71.09352),$73978,$73978,1177,('4%' '6%' '3%'),33240,('34%' '66%'),86%,Co-ed,('48%' '52%'),99%,12%,30%,7%,16%,&lt; 1%,10%,38%
massachusetts maritime academy mma,101 Academy Dr Buzzards Bay MA 02532,(41.739 -70.62327),$24094,$38682,321,('90%' '95%' '89%'),1079,('12%' '88%'),33%,Co-ed,('12%' '88%'),86%,2%,1%,1%,4%,&lt; 1%,8%,85%
massasoit community college,One Massasoit Boulevard Brockton MA 02302-3996,(42.07346 -70.99268),$5160,$10104,583,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,1%,2%,34%,10%,&lt; 1%,9%,45%
mayland community college,200 Mayland Drive Spruce Pine NC 28777,(35.93415 -82.01745),$2561,$8705,61,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,1%,1%,5%,1%,4%,89%
maysville community and technical college,1755 U.S. Hwy 68 Maysville KY 41056,(38.62429 -83.80323),$4488,$15240,294,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),60%,0%,&lt; 1%,2%,3%,&lt; 1%,5%,89%
mayville state university,330 Third Street NE Mayville ND 58257,(47.50437 -97.32197),$16577,$19711,181,('61%' '69%' '57%'),546,('28%' '72%'),54%,Co-ed,('35%' '65%'),66%,3%,2%,5%,6%,1%,5%,81%
mcdaniel college,2 College Hill Westminster MD 21157,(39.58074 -77.00159),$58638,$58638,501,('87%' '89%' '82%'),4391,('57%' '43%'),13%,Co-ed,('56%' '44%'),80%,3%,4%,15%,7%,&lt; 1%,9%,65%
mcdowell technical community college,54 College Drive Marion NC 28752-8728,(35.65637 -81.96103),$1926,$6534,29,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),66%,1%,1%,3%,11%,1%,4%,81%
mchenry county college,8900 US Hwy 14 Crystal Lake IL 60012-2761,(42.25714 -88.36952),$11609,$14449,380,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),70%,0%,3%,2%,24%,&lt; 1%,9%,63%
mckendree university,701 College Rd Lebanon IL 62254,(38.60971 -89.81623),$44020,$44020,268,('78%' '78%' '77%'),1765,('48%' '52%'),20%,Co-ed,('45%' '55%'),79%,3%,1%,14%,5%,&lt; 1%,14%,65%
mclennan community college,1400 College Dr Waco TX 76708,(31.59099 -97.17447),$4200,$5910,532,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),61%,0%,1%,13%,34%,&lt; 1%,5%,46%
mcmurry university,S 14th and Sayles Blvd Abilene TX 79697,(32.45005 -99.74809),$38450,$38450,302,('78%' '77%' '78%'),1372,('45%' '55%'),28%,Co-ed,('40%' '60%'),62%,6%,2%,15%,25%,1%,6%,51%
mcneese state university,4205 Ryan St Lake Charles LA 70605,(30.18095 -93.21857),$17724,$25762,1020,('69%' '67%' '70%'),2599,('59%' '41%'),57%,Co-ed,('55%' '45%'),70%,6%,2%,18%,3%,1%,4%,72%
mcpherson college,1600 E. Euclid McPherson KS 67460,(38.37158 -97.64346),$42126,$42126,271,('85%' '88%' '82%'),884,('28%' '72%'),36%,Co-ed,('32%' '68%'),70%,2%,1%,13%,14%,2%,7%,64%
mech tech college,Num 39-40 B St W Industrial Pk Caguas PR 00725-0000,(18.24966 -66.03717),$10098,$10098,822,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,0%,&lt; 1%,&lt; 1%,99%,&lt; 1%,&lt; 1%,&lt; 1%
medaille university,18 Agassiz Circle Buffalo NY 14214,(42.92943 -78.85535),$47250,$47250,352,('70%' '69%' '69%'),1656,('66%' '34%'),30%,Co-ed,('69%' '31%'),65%,0%,3%,18%,2%,1%,12%,64%
mendocino college,1000 Hensley Creek Road Ukiah CA 95482,(39.18962 -123.22617),$1423,$8443,70,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),71%,0%,4%,1%,38%,6%,5%,46%
menlo college,1000 El Camino Real Atherton CA 94027,(37.45901 -122.19407),$63415,$63415,148,('70%' '70%' '68%'),2134,('51%' '49%'),10%,Co-ed,('38%' '62%'),66%,18%,14%,10%,30%,&lt; 1%,17%,29%
merced college,3600 M St Merced CA 95348-2806,(37.33368 -120.4781),$1180,$7444,1015,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,0%,8%,3%,62%,1%,7%,18%
mercer county community college,1200 Old Trenton Rd West Windsor NJ 08550-3407,(40.25387 -74.6526),$6000,$8328,735,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),63%,5%,8%,21%,24%,&lt; 1%,10%,36%
mercer university,1501 Mercer University Drive Macon GA 31207,(32.82581 -83.65375),$52184,$52184,950,('75%' '77%' '71%'),7201,('63%' '37%'),17%,Co-ed,('63%' '37%'),89%,3%,7%,32%,5%,&lt; 1%,8%,48%
mercy college,555 Broadway Dobbs Ferry NY 10522,(41.02004 -73.87017),$35384,$35384,851,('86%' '88%' '80%'),6471,('67%' '33%'),15%,Co-ed,('68%' '32%'),75%,2%,4%,22%,39%,&lt; 1%,9%,26%
mercy college of health sciences,928 6th Ave Des Moines IA 50309-1239,(41.59501 -93.62565),$19754,$19754,43,('97%' '96%' '100%'),132,('87%' '13%'),40%,Co-ed,('80%' '20%'),44%,0%,6%,11%,8%,1%,5%,70%
mercy college of ohio,2221 Madison Avenue Toledo OH 43604-1132,(41.6589 -83.55176),$18950,$18950,23,('41%' '40%' '48%'),288,('89%' '11%'),40%,Co-ed,('87%' '13%'),76%,0%,2%,13%,7%,&lt; 1%,4%,73%
mercyhurst university,501 E 38th St Erie PA 16546,(42.10637 -80.05562),$56430,$56430,625,('82%' '82%' '81%'),3893,('59%' '41%'),19%,Co-ed,('56%' '44%'),78%,8%,2%,7%,4%,1%,4%,82%
meredith college,3800 Hillsborough St Raleigh NC 27607,(35.79418 -78.68775),$53344,$53344,344,('70%' '69%' '0%'),1706,('100%' '0%'),29%,All-female,('100%' '0%'),80%,2%,3%,9%,8%,1%,9%,71%
meridian community college,910 Hwy 19 N Meridian MS 39307-5801,(32.36614 -88.73381),$9054,$10908,441,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),65%,0%,1%,42%,2%,2%,11%,43%
merrimack college,315 Turnpike St North Andover MA 01845,(42.67155 -71.12355),$62324,$62324,967,('80%' '80%' '79%'),10429,('54%' '46%'),12%,Co-ed,('53%' '47%'),85%,2%,1%,3%,7%,&lt; 1%,16%,72%
merritt college,12500 Campus Dr Oakland CA 94619-3196,(37.7893 -122.16751),$1167,$8703,120,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),51%,2%,18%,21%,33%,1%,8%,18%
mesa community college,1833 W Southern Ave Mesa AZ 85202,(33.393 -111.87161),$2070,$7854,1010,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),64%,1%,4%,5%,33%,3%,7%,48%
mesalands community college,911 S Tenth Street Tucumcari NM 88401-3352,(35.17118 -103.73624),$8360,$9632,38,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),56%,0%,2%,3%,35%,2%,16%,41%
mesivta of eastern parkway yeshiva zichron meilech,510 Dahill Rd Brooklyn NY 11218-5559,(40.63517 -73.97905),$13850,$13850,11,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),86%,2%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
mesivta torah vodaath rabbinical seminary,425 E 9th St Brooklyn NY 11218,(40.6382 -73.96969),$17660,$17660,16,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),68%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
mesivtha tifereth jerusalem of america,145 E Broadway New York NY 10002-6301,(40.71397 -73.99114),$16250,$16250,16,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),85%,0%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,&lt; 1%,100%
messiah university,One University Ave Mechanicsburg PA 17055,(40.1595 -76.98623),$49590,$49590,551,('77%' '78%' '75%'),2458,('62%' '38%'),29%,Co-ed,('63%' '37%'),87%,5%,3%,2%,5%,&lt; 1%,5%,85%
methodist college,7600 N. Academic Drive Peoria IL 61615,(40.77971 -89.68324),$35288,$35288,8,('88%' '85%' '100%'),8,('87%' '13%'),71%,Co-ed,('100%' '0%'),n/a,n/a
methodist university,5400 Ramsey St Fayetteville NC 28311,(35.13458 -78.87652),$49879,$49879,416,('79%' '89%' '73%'),2914,('30%' '70%'),18%,Co-ed,('35%' '65%'),53%,10%,2%,19%,9%,1%,24%,45%
metropolitan college of new york,60 West Street New York NY 10006-1742,(40.70866 -74.01511),$20188,$20188,16,('77%' '79%' '72%'),88,('67%' '33%'),28%,Co-ed,('68%' '32%'),36%,4%,2%,54%,32%,&lt; 1%,5%,7%
metropolitan community college area,30 &amp; Fort Street Omaha NE 68111-1610,(41.3086 -95.95663),$3195,$4680,532,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),55%,0%,3%,9%,15%,1%,18%,54%
metropolitan community college kansas city,3200 Broadway Kansas City MO 64111-2429,(39.0696 -94.59226),$6840,$9210,2166,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),59%,1%,3%,17%,13%,&lt; 1%,9%,58%
metropolitan state university,700 East Seventh Street Saint Paul MN 55106-5000,(44.9573 -93.07381),$9395,$9395,102,('67%' '66%' '66%'),650,('58%' '42%'),31%,Co-ed,('42%' '58%'),65%,3%,16%,25%,7%,1%,5%,46%
metropolitan state university of denver,Speer Blvd and Colfax Ave Denver CO 80217-3362,(39.74003 -104.99882),$10021,$27502,1519,('89%' '90%' '86%'),11306,('60%' '40%'),18%,Co-ed,('53%' '47%'),63%,1%,5%,7%,33%,1%,6%,49%
miami dade college,300 NE 2nd Avenue Miami FL 33132-2204,(25.77727 -80.19034),$1987,$7947,7040,n/a,n/a,n/a,n/a,Co-ed,('n/a' 'n/a'),n/a,n/a
